route_id,origin,destination,vessel_class,cargo_type,assessment_date,observed_route_freight_rate,freight_rate_unit,scenario,current_5tc,scenario_5tc,market_multiplier,scenario_route_freight_rate,distance_nm,distance_source,distance_quality,speed_knots,sea_days,port_days,total_voyage_days,average_dwt,cargo_quantity_mt,bunker_mt_per_day,fuel_consumption_mt,bunker_price_usd_per_mt,bunker_reference_date,bunker_cost_usd,daily_opex_usd,opex_cost_usd,other_voyage_cost_usd,total_voyage_cost_usd,freight_revenue_usd,estimated_profit_usd,economics_status,distance_status,physical_assumptions,market_scaling_assumption,production_ready
19,"Richards Bay, South Africa","Kandla, India",Capesize,coal,2026-04-20,17.45,$/mt,bull,41155.0,58847.10804934665,1.4298896379382007,24.951574182021602,3938.9061722773454,SEAROUTE,SEAROUTE_CALCULATED,12.0,13.676757542629671,2.0,15.676757542629671,175000.0,166250.0,30.0,410.30272627889013,560.35,2026-08-14,229913.1326703761,12000.0,188121.09051155605,25000.0,443034.2231819321,4148199.207761091,3705164.984579159,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False
20,East Coast Australia,East Coast India,Panamax,coal,2026-04-20,17.7,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,13.593554434571425,5329.775100266468,SEAROUTE,SEAROUTE_CALCULATED,12.0,18.506163542591903,2.0,20.506163542591903,77500.0,73625.0,30.0,555.1849062777571,560.35,2026-08-14,311097.8622327412,12000.0,246073.96251110284,25000.0,582171.8247438441,1000825.4452453211,418653.62050147704,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False
20,East Coast Australia,East Coast India,Panamax,coal,2026-04-20,17.7,$/mt,base,41155.0,41155.0,1.0,17.7,5329.775100266468,SEAROUTE,SEAROUTE_CALCULATED,12.0,18.506163542591903,2.0,20.506163542591903,77500.0,73625.0,30.0,555.1849062777571,560.35,2026-08-14,311097.8622327412,12000.0,246073.96251110284,25000.0,582171.8247438441,1303162.5,720990.6752561559,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False
20,East Coast Australia,East Coast India,Panamax,coal,2026-04-20,17.7,$/mt,bull,41155.0,58847.10804934665,1.4298896379382007,25.30904659150615,5329.775100266468,SEAROUTE,SEAROUTE_CALCULATED,12.0,18.506163542591903,2.0,20.506163542591903,77500.0,73625.0,30.0,555.1849062777571,560.35,2026-08-14,311097.8622327412,12000.0,246073.96251110284,25000.0,582171.8247438441,1863378.5552996402,1281206.730555796,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False
21,Indonesia,East Coast India,Panamax,coal,2026-04-20,11.2,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,8.601571167638415,2579.0639841663437,SEAROUTE,SEAROUTE_CALCULATED,12.0,8.95508327835536,2.0,10.95508327835536,77500.0,73625.0,30.0,268.65249835066084,560.35,2026-08-14,150539.4274507928,12000.0,131460.99934026433,25000.0,307000.4267910571,633290.6772173783,326290.2504263212,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False
21,Indonesia,East Coast India,Panamax,coal,2026-04-20,11.2,$/mt,base,41155.0,41155.0,1.0,11.2,2579.0639841663437,SEAROUTE,SEAROUTE_CALCULATED,12.0,8.95508327835536,2.0,10.95508327835536,77500.0,73625.0,30.0,268.65249835066084,560.35,2026-08-14,150539.4274507928,12000.0,131460.99934026433,25000.0,307000.4267910571,824600.0,517599.5732089429,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False
21,Indonesia,East Coast India,Panamax,coal,2026-04-20,11.2,$/mt,bull,41155.0,58847.10804934665,1.4298896379382007,16.01476394490785,2579.0639841663437,SEAROUTE,SEAROUTE_CALCULATED,12.0,8.95508327835536,2.0,10.95508327835536,77500.0,73625.0,30.0,268.65249835066084,560.35,2026-08-14,150539.4274507928,12000.0,131460.99934026433,25000.0,307000.4267910571,1179086.9954438403,872086.5686527832,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False
22,Indonesia,West Coast India,Panamax,coal,2026-04-20,12.85,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,9.86876692001372,3929.0472301048458,SEAROUTE,SEAROUTE_CALCULATED,12.0,13.642525104530714,2.0,15.642525104530714,77500.0,73625.0,30.0,409.27575313592143,560.35,2026-08-14,229337.66826971358,12000.0,187710.30125436856,25000.0,442047.96952408215,726587.9644860101,284539.994961928,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False
22,Indonesia,West Coast India,Panamax,coal,2026-04-20,12.85,$/mt,base,41155.0,41155.0,1.0,12.85,3929.0472301048458,SEAROUTE,SEAROUTE_CALCULATED,12.0,13.642525104530714,2.0,15.642525104530714,77500.0,73625.0,30.0,409.27575313592143,560.35,2026-08-14,229337.66826971358,12000.0,187710.30125436856,25000.0,442047.96952408215,946081.25,504033.28047591785,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False
22,Indonesia,West Coast India,Panamax,coal,2026-04-20,12.85,$/mt,bull,41155.0,58847.10804934665,1.4298896379382007,18.374081847505877,3929.0472301048458,SEAROUTE,SEAROUTE_CALCULATED,12.0,13.642525104530714,2.0,15.642525104530714,77500.0,73625.0,30.0,409.27575313592143,560.35,2026-08-14,229337.66826971358,12000.0,187710.30125436856,25000.0,442047.96952408215,1352791.7760226203,910743.8064985381,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False
23,"Richards Bay, South Africa","Krishnapatnam, India",Capesize,coal,2026-04-20,19.55,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,15.01434967208313,4164.634114888308,SEAROUTE,SEAROUTE_CALCULATED,12.0,14.46053512113996,2.0,16.460535121139962,175000.0,166250.0,30.0,433.8160536341988,560.35,2026-08-14,243088.8256539233,12000.0,197526.42145367953,25000.0,465615.24710760283,2496135.6329838205,2030520.3858762176,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False
23,"Richards Bay, South Africa","Krishnapatnam, India",Capesize,coal,2026-04-20,19.55,$/mt,base,41155.0,41155.0,1.0,19.55,4164.634114888308,SEAROUTE,SEAROUTE_CALCULATED,12.0,14.46053512113996,2.0,16.460535121139962,175000.0,166250.0,30.0,433.8160536341988,560.35,2026-08-14,243088.8256539233,12000.0,197526.42145367953,25000.0,465615.24710760283,3250187.5,2784572.2528923973,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False
23,"Richards Bay, South Africa","Krishnapatnam, India",Capesize,coal,2026-04-20,19.55,$/mt,bull,41155.0,58847.10804934665,1.4298896379382007,27.954342421691823,4164.634114888308,SEAROUTE,SEAROUTE_CALCULATED,12.0,14.46053512113996,2.0,16.460535121139962,175000.0,166250.0,30.0,433.8160536341988,560.35,2026-08-14,243088.8256539233,12000.0,197526.42145367953,25000.0,465615.24710760283,4647409.427606266,4181794.1804986633,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False
24,US East Coast (Hampton Roads / Baltimore),East Coast India (Paradip / Visakhapatnam),Panamax,coal / coking coal,2026-04-20,44.35,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,34.06068582899677,9913.44136694391,SEAROUTE,SEAROUTE_CALCULATED,12.0,34.42167141299969,2.0,36.42167141299969,77500.0,73625.0,30.0,1032.6501423899908,560.35,2026-08-14,578645.5072882314,12000.0,437060.0569559963,25000.0,1040705.5642442277,2507717.994159887,1467012.4299156594,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False
24,US East Coast (Hampton Roads / Baltimore),East Coast India (Paradip / Visakhapatnam),Panamax,coal / coking coal,2026-04-20,44.35,$/mt,base,41155.0,41155.0,1.0,44.35,9913.44136694391,SEAROUTE,SEAROUTE_CALCULATED,12.0,34.42167141299969,2.0,36.42167141299969,77500.0,73625.0,30.0,1032.6501423899908,560.35,2026-08-14,578645.5072882314,12000.0,437060.0569559963,25000.0,1040705.5642442277,3265268.75,2224563.1857557725,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False
24,US East Coast (Hampton Roads / Baltimore),East Coast India (Paradip / Visakhapatnam),Panamax,coal / coking coal,2026-04-20,44.35,$/mt,bull,41155.0,58847.10804934665,1.4298896379382007,63.415605442559205,9913.44136694391,SEAROUTE,SEAROUTE_CALCULATED,12.0,34.42167141299969,2.0,36.42167141299969,77500.0,73625.0,30.0,1032.6501423899908,560.35,2026-08-14,578645.5072882314,12000.0,437060.0569559963,25000.0,1040705.5642442277,4668973.950708422,3628268.3864641944,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False
