imo,vessel_name,zone_id,freshness_minutes
9708318,CAROLA,AU_GLADSTONE_HAY_POINT,359.9885558166667
9603398,CAPE RAINBOW,AU_GLADSTONE_HAY_POINT,0.4802798
9790880,NSU VOYAGER,AU_GLADSTONE_HAY_POINT,8.713615633333335
9454905,EFESSOS WAVE,AU_GLADSTONE_HAY_POINT,352.49695155
9877872,SDTR ERICA,AU_GLADSTONE_HAY_POINT,351.31361984999995
9523201,YUN LONG FENG,AU_GLADSTONE_HAY_POINT,351.3302880666667
9607136,RTM DHAMBUL,AU_GLADSTONE_HAY_POINT,351.08028915
9889306,AZUL TIERRA,AU_GLADSTONE_HAY_POINT,352.1969578
9565546,CHESAPEAKE HIGHWAY,AU_GLADSTONE_HAY_POINT,351.0969587833333
