route_id,assessment_date,origin,destination,vessel_class,cargo_type,source_name,data_type,mvp_core,is_east_coast_india,base_route_freight_rate,freight_rate_unit,scenario,current_5tc,scenario_5tc,market_multiplier,scenario_route_freight_rate,cargo_quantity_mt,distance_nm,distance_source,speed_knots,sea_days,port_days,total_voyage_days,bunker_consumption_mt_per_day,fuel_consumption_mt,daily_opex_usd,other_voyage_cost_usd,assumption_flag,bunker_price_usd_per_mt,bunker_reference_date,bunker_cost_usd,opex_cost_usd,total_voyage_cost_usd,freight_revenue_usd,estimated_profit_usd,route_feasibility,economics_method,market_scaling_assumption
15,2024-07-04,Atlantic / Black Sea ports (Taman / Ust-Luga proxy),"Visakhapatnam, India",Panamax,coal,ISM Report (Week 27/2024),formal assessment,No,Yes,19.5,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,14.975949800799029,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,1102604.3040838286,739089.6790838286,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
15,2024-07-04,Atlantic / Black Sea ports (Taman / Ust-Luga proxy),"Visakhapatnam, India",Panamax,coal,ISM Report (Week 27/2024),formal assessment,No,Yes,19.5,$/mt,base,41155.0,41155.0,1.0,19.5,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,1435687.5,1072172.875,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
15,2024-07-04,Atlantic / Black Sea ports (Taman / Ust-Luga proxy),"Visakhapatnam, India",Panamax,coal,ISM Report (Week 27/2024),formal assessment,No,Yes,19.5,$/mt,bull,41155.0,58847.10804934665,1.4298896379382007,27.882847939794914,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,2052874.6795674006,1689360.0545674006,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
16,2024-10-25,"Richards Bay, South Africa","Gangavaram, India",Capesize,coal,Banchero Costa / Bancosta Weekly (Week 43/2024),reported fixture,No,Yes,14.0,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,10.751963959548021,166250.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,1787514.0082748586,1423999.3832748586,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
16,2024-10-25,"Richards Bay, South Africa","Gangavaram, India",Capesize,coal,Banchero Costa / Bancosta Weekly (Week 43/2024),reported fixture,No,Yes,14.0,$/mt,base,41155.0,41155.0,1.0,14.0,166250.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,2327500.0,1963985.375,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
16,2024-10-25,"Richards Bay, South Africa","Gangavaram, India",Capesize,coal,Banchero Costa / Bancosta Weekly (Week 43/2024),reported fixture,No,Yes,14.0,$/mt,bull,41155.0,58847.10804934665,1.4298896379382007,20.01845493113481,166250.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,3328068.132301162,2964553.507301162,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
17,2025-02-21,"Queensland, Australia","Haldia, India",Panamax,coking coal,Coal Trends Global,formal assessment,No,Yes,20.3,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,15.59034774134463,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,1147839.3524564984,784324.7274564984,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
17,2025-02-21,"Queensland, Australia","Haldia, India",Panamax,coking coal,Coal Trends Global,formal assessment,No,Yes,20.3,$/mt,base,41155.0,41155.0,1.0,20.3,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,1494587.5,1131072.875,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
17,2025-02-21,"Queensland, Australia","Haldia, India",Panamax,coking coal,Coal Trends Global,formal assessment,No,Yes,20.3,$/mt,bull,41155.0,58847.10804934665,1.4298896379382007,29.026759650145475,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,2137095.1792419604,1773580.5542419604,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
18,2025-02-21,"Richards Bay, South Africa","Haldia, India",Panamax,coking / thermal coal,Coal Trends Global,formal assessment,No,Yes,12.8,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,9.83036704872962,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,723760.7739627183,360246.1489627183,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
18,2025-02-21,"Richards Bay, South Africa","Haldia, India",Panamax,coking / thermal coal,Coal Trends Global,formal assessment,No,Yes,12.8,$/mt,base,41155.0,41155.0,1.0,12.8,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,942400.0,578885.375,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
18,2025-02-21,"Richards Bay, South Africa","Haldia, India",Panamax,coking / thermal coal,Coal Trends Global,formal assessment,No,Yes,12.8,$/mt,bull,41155.0,58847.10804934665,1.4298896379382007,18.302587365608968,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,1347527.9947929604,984013.3697929604,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
19,2026-04-20,Indonesia,West Coast India,Panamax,coal,Argus Media,formal assessment,No,No,12.85,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,9.86876692001372,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,726587.9644860101,363073.33948601014,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
19,2026-04-20,Indonesia,West Coast India,Panamax,coal,Argus Media,formal assessment,No,No,12.85,$/mt,base,41155.0,41155.0,1.0,12.85,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,946081.25,582566.625,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
19,2026-04-20,Indonesia,West Coast India,Panamax,coal,Argus Media,formal assessment,No,No,12.85,$/mt,bull,41155.0,58847.10804934665,1.4298896379382007,18.374081847505877,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,1352791.7760226203,989277.1510226203,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
20,2026-04-20,"Richards Bay, South Africa","Krishnapatnam, India",Capesize,coal,Argus Media,formal assessment,No,Yes,19.55,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,15.01434967208313,166250.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,2496135.6329838205,2132621.0079838205,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
20,2026-04-20,"Richards Bay, South Africa","Krishnapatnam, India",Capesize,coal,Argus Media,formal assessment,No,Yes,19.55,$/mt,base,41155.0,41155.0,1.0,19.55,166250.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,3250187.5,2886672.875,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
20,2026-04-20,"Richards Bay, South Africa","Krishnapatnam, India",Capesize,coal,Argus Media,formal assessment,No,Yes,19.55,$/mt,bull,41155.0,58847.10804934665,1.4298896379382007,27.954342421691823,166250.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,4647409.427606266,4283894.802606266,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
21,2026-04-20,"Richards Bay, South Africa","Kandla, India",Capesize,coal,Argus Media,formal assessment,No,No,17.45,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,13.401555078150926,166250.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,2228008.5317425914,1864493.9067425914,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
21,2026-04-20,"Richards Bay, South Africa","Kandla, India",Capesize,coal,Argus Media,formal assessment,No,No,17.45,$/mt,base,41155.0,41155.0,1.0,17.45,166250.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,2901062.5,2537547.875,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
21,2026-04-20,"Richards Bay, South Africa","Kandla, India",Capesize,coal,Argus Media,formal assessment,No,No,17.45,$/mt,bull,41155.0,58847.10804934665,1.4298896379382007,24.951574182021602,166250.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,4148199.207761091,3784684.582761091,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
22,2026-04-20,East Coast Australia,East Coast India,Panamax,coal,Argus Media,formal assessment,No,Yes,17.7,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,13.593554434571425,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,1000825.4452453211,637310.8202453211,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
22,2026-04-20,East Coast Australia,East Coast India,Panamax,coal,Argus Media,formal assessment,No,Yes,17.7,$/mt,base,41155.0,41155.0,1.0,17.7,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,1303162.5,939647.875,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
22,2026-04-20,East Coast Australia,East Coast India,Panamax,coal,Argus Media,formal assessment,No,Yes,17.7,$/mt,bull,41155.0,58847.10804934665,1.4298896379382007,25.30904659150615,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,1863378.5552996402,1499863.9302996402,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
23,2026-04-20,Indonesia,East Coast India,Panamax,coal,Argus Media,formal assessment,No,Yes,11.2,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,8.601571167638415,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,633290.6772173783,269776.0522173783,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
23,2026-04-20,Indonesia,East Coast India,Panamax,coal,Argus Media,formal assessment,No,Yes,11.2,$/mt,base,41155.0,41155.0,1.0,11.2,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,824600.0,461085.375,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
23,2026-04-20,Indonesia,East Coast India,Panamax,coal,Argus Media,formal assessment,No,Yes,11.2,$/mt,bull,41155.0,58847.10804934665,1.4298896379382007,16.01476394490785,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,1179086.9954438403,815572.3704438403,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
24,2026-04-20,US East Coast (Hampton Roads / Baltimore),East Coast India (Paradip / Visakhapatnam),Panamax,coal / coking coal,Argus Media,formal assessment,No,Yes,44.35,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,34.06068582899677,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,2507717.994159887,2144203.369159887,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
24,2026-04-20,US East Coast (Hampton Roads / Baltimore),East Coast India (Paradip / Visakhapatnam),Panamax,coal / coking coal,Argus Media,formal assessment,No,Yes,44.35,$/mt,base,41155.0,41155.0,1.0,44.35,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,3265268.75,2901754.125,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
24,2026-04-20,US East Coast (Hampton Roads / Baltimore),East Coast India (Paradip / Visakhapatnam),Panamax,coal / coking coal,Argus Media,formal assessment,No,Yes,44.35,$/mt,bull,41155.0,58847.10804934665,1.4298896379382007,63.415605442559205,73625.0,3000.0,MVP_ASSUMPTION,12.0,10.916666666666666,2.0,12.916666666666666,30.0,327.5,12000.0,25000.0,MVP_PHYSICAL_ASSUMPTIONS,560.35,2026-08-14,183514.625,155000.0,363514.625,4668973.950708422,4305459.325708422,UNKNOWN_CONSTRAINTS,OBSERVED_ROUTE_RATE+5TC_RELATIVE_MARKET_SCALING,True
