contract_id,route_id,contract_origin,contract_destination,contract_vessel_class,contract_cargo_type,shipoffer_report_date,shipoffer_source_file,shipoffer_vessel_or_tbn,shipoffer_vessel_class,shipoffer_origin_raw,shipoffer_origin_normalized,shipoffer_destination_raw,shipoffer_cargo_type,cargo_quantity_mt,laycan_start,laycan_end,shipoffer_freight_rate,trade_relation,origin_relation,destination_relation,trade_score,cargo_compatibility,cargo_score,vessel_compatibility,vessel_score,recency_category,recency_score,laycan_category,laycan_score,report_age_days,historical_only,current_operational_evidence,operational_evidence_score,evidence_level,raw_text,evidence_reason
CONTRACT_004,4,"Hay Point, Australia","Visakhapatnam, India",Panamax,coal,2026-07-08,report_00005.html,TBN,,coal Nacala,Nacala,Gangavaram,coal,75000.0,2026-08-05,2026-08-14,17.7,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal Nacala/Gangavaram 5/14 Aug $17.70 fio 33000shinc/40000shinc - NSL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_005,5,"Hay Point, Australia","Paradip, India",Panamax,coal,2026-07-08,report_00005.html,TBN,,coal Nacala,Nacala,Gangavaram,coal,75000.0,2026-08-05,2026-08-14,17.7,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal Nacala/Gangavaram 5/14 Aug $17.70 fio 33000shinc/40000shinc - NSL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_006,6,"Banjarmasin (South Kalimantan), Indonesia","Krishnapatnam, India",Panamax,coal,2026-07-08,report_00005.html,TBN,,coal Nacala,Nacala,Gangavaram,coal,75000.0,2026-08-05,2026-08-14,17.7,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal Nacala/Gangavaram 5/14 Aug $17.70 fio 33000shinc/40000shinc - NSL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_007,7,"East Kalimantan, Indonesia","Paradip, India",Supramax,coal,2026-07-08,report_00005.html,TBN,,coal Nacala,Nacala,Gangavaram,coal,75000.0,2026-08-05,2026-08-14,17.7,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal Nacala/Gangavaram 5/14 Aug $17.70 fio 33000shinc/40000shinc - NSL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_009,9,"Richards Bay, South Africa","Paradip, India",Panamax,coal,2026-07-08,report_00005.html,TBN,,coal Nacala,Nacala,Gangavaram,coal,75000.0,2026-08-05,2026-08-14,17.7,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal Nacala/Gangavaram 5/14 Aug $17.70 fio 33000shinc/40000shinc - NSL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_010,10,Indonesia,"Paradip, India",Supramax,coal,2026-07-08,report_00005.html,TBN,,coal Nacala,Nacala,Gangavaram,coal,75000.0,2026-08-05,2026-08-14,17.7,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal Nacala/Gangavaram 5/14 Aug $17.70 fio 33000shinc/40000shinc - NSL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_011,11,"Hay Point, Australia","Visakhapatnam, India",Panamax,coal,2026-07-08,report_00005.html,TBN,,coal Nacala,Nacala,Gangavaram,coal,75000.0,2026-08-05,2026-08-14,17.7,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal Nacala/Gangavaram 5/14 Aug $17.70 fio 33000shinc/40000shinc - NSL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_014,14,"East Kalimantan, Indonesia","Paradip, India",Supramax,coal,2026-07-08,report_00005.html,TBN,,coal Nacala,Nacala,Gangavaram,coal,75000.0,2026-08-05,2026-08-14,17.7,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal Nacala/Gangavaram 5/14 Aug $17.70 fio 33000shinc/40000shinc - NSL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_015,15,Atlantic / Black Sea ports (Taman / Ust-Luga proxy),"Visakhapatnam, India",Panamax,coal,2026-07-08,report_00005.html,TBN,,coal Nacala,Nacala,Gangavaram,coal,75000.0,2026-08-05,2026-08-14,17.7,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal Nacala/Gangavaram 5/14 Aug $17.70 fio 33000shinc/40000shinc - NSL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_016,16,"Richards Bay, South Africa","Gangavaram, India",Capesize,coal,2026-07-08,report_00005.html,TBN,,coal Nacala,Nacala,Gangavaram,coal,75000.0,2026-08-05,2026-08-14,17.7,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal Nacala/Gangavaram 5/14 Aug $17.70 fio 33000shinc/40000shinc - NSL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_017,17,"Queensland, Australia","Haldia, India",Panamax,coal,2026-07-08,report_00005.html,TBN,,coal Nacala,Nacala,Gangavaram,coal,75000.0,2026-08-05,2026-08-14,17.7,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal Nacala/Gangavaram 5/14 Aug $17.70 fio 33000shinc/40000shinc - NSL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_018,18,"Richards Bay, South Africa","Haldia, India",Panamax,coal,2026-07-08,report_00005.html,TBN,,coal Nacala,Nacala,Gangavaram,coal,75000.0,2026-08-05,2026-08-14,17.7,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal Nacala/Gangavaram 5/14 Aug $17.70 fio 33000shinc/40000shinc - NSL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_020,20,East Coast Australia,East Coast India,Panamax,coal,2026-07-08,report_00005.html,TBN,,coal Nacala,Nacala,Gangavaram,coal,75000.0,2026-08-05,2026-08-14,17.7,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal Nacala/Gangavaram 5/14 Aug $17.70 fio 33000shinc/40000shinc - NSL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_021,21,Indonesia,East Coast India,Panamax,coal,2026-07-08,report_00005.html,TBN,,coal Nacala,Nacala,Gangavaram,coal,75000.0,2026-08-05,2026-08-14,17.7,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal Nacala/Gangavaram 5/14 Aug $17.70 fio 33000shinc/40000shinc - NSL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_023,23,"Richards Bay, South Africa","Krishnapatnam, India",Capesize,coal,2026-07-08,report_00005.html,TBN,,coal Nacala,Nacala,Gangavaram,coal,75000.0,2026-08-05,2026-08-14,17.7,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal Nacala/Gangavaram 5/14 Aug $17.70 fio 33000shinc/40000shinc - NSL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_024,24,US East Coast (Hampton Roads / Baltimore),East Coast India (Paradip / Visakhapatnam),Panamax,coal,2026-07-08,report_00005.html,TBN,,coal Nacala,Nacala,Gangavaram,coal,75000.0,2026-08-05,2026-08-14,17.7,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal Nacala/Gangavaram 5/14 Aug $17.70 fio 33000shinc/40000shinc - NSL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_006,6,"Banjarmasin (South Kalimantan), Indonesia","Krishnapatnam, India",Panamax,coal,2026-07-08,report_00005.html,TBN,,coal NQXT-APCT-DBCT- Gladstone,NQXT-APCT-DBCT- Gladstone,EC India,coal,75000.0,2026-08-10,2026-08-19,19.65,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal NQXT-APCT-DBCT- Gladstone / EC India 10/19 Aug $19.65 fio 40000shinc/40000shinc - SAIL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_007,7,"East Kalimantan, Indonesia","Paradip, India",Supramax,coal,2026-07-08,report_00005.html,TBN,,coal NQXT-APCT-DBCT- Gladstone,NQXT-APCT-DBCT- Gladstone,EC India,coal,75000.0,2026-08-10,2026-08-19,19.65,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal NQXT-APCT-DBCT- Gladstone / EC India 10/19 Aug $19.65 fio 40000shinc/40000shinc - SAIL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_009,9,"Richards Bay, South Africa","Paradip, India",Panamax,coal,2026-07-08,report_00005.html,TBN,,coal NQXT-APCT-DBCT- Gladstone,NQXT-APCT-DBCT- Gladstone,EC India,coal,75000.0,2026-08-10,2026-08-19,19.65,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal NQXT-APCT-DBCT- Gladstone / EC India 10/19 Aug $19.65 fio 40000shinc/40000shinc - SAIL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_010,10,Indonesia,"Paradip, India",Supramax,coal,2026-07-08,report_00005.html,TBN,,coal NQXT-APCT-DBCT- Gladstone,NQXT-APCT-DBCT- Gladstone,EC India,coal,75000.0,2026-08-10,2026-08-19,19.65,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal NQXT-APCT-DBCT- Gladstone / EC India 10/19 Aug $19.65 fio 40000shinc/40000shinc - SAIL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_014,14,"East Kalimantan, Indonesia","Paradip, India",Supramax,coal,2026-07-08,report_00005.html,TBN,,coal NQXT-APCT-DBCT- Gladstone,NQXT-APCT-DBCT- Gladstone,EC India,coal,75000.0,2026-08-10,2026-08-19,19.65,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal NQXT-APCT-DBCT- Gladstone / EC India 10/19 Aug $19.65 fio 40000shinc/40000shinc - SAIL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_015,15,Atlantic / Black Sea ports (Taman / Ust-Luga proxy),"Visakhapatnam, India",Panamax,coal,2026-07-08,report_00005.html,TBN,,coal NQXT-APCT-DBCT- Gladstone,NQXT-APCT-DBCT- Gladstone,EC India,coal,75000.0,2026-08-10,2026-08-19,19.65,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal NQXT-APCT-DBCT- Gladstone / EC India 10/19 Aug $19.65 fio 40000shinc/40000shinc - SAIL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_016,16,"Richards Bay, South Africa","Gangavaram, India",Capesize,coal,2026-07-08,report_00005.html,TBN,,coal NQXT-APCT-DBCT- Gladstone,NQXT-APCT-DBCT- Gladstone,EC India,coal,75000.0,2026-08-10,2026-08-19,19.65,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal NQXT-APCT-DBCT- Gladstone / EC India 10/19 Aug $19.65 fio 40000shinc/40000shinc - SAIL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_018,18,"Richards Bay, South Africa","Haldia, India",Panamax,coal,2026-07-08,report_00005.html,TBN,,coal NQXT-APCT-DBCT- Gladstone,NQXT-APCT-DBCT- Gladstone,EC India,coal,75000.0,2026-08-10,2026-08-19,19.65,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal NQXT-APCT-DBCT- Gladstone / EC India 10/19 Aug $19.65 fio 40000shinc/40000shinc - SAIL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_021,21,Indonesia,East Coast India,Panamax,coal,2026-07-08,report_00005.html,TBN,,coal NQXT-APCT-DBCT- Gladstone,NQXT-APCT-DBCT- Gladstone,EC India,coal,75000.0,2026-08-10,2026-08-19,19.65,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal NQXT-APCT-DBCT- Gladstone / EC India 10/19 Aug $19.65 fio 40000shinc/40000shinc - SAIL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_023,23,"Richards Bay, South Africa","Krishnapatnam, India",Capesize,coal,2026-07-08,report_00005.html,TBN,,coal NQXT-APCT-DBCT- Gladstone,NQXT-APCT-DBCT- Gladstone,EC India,coal,75000.0,2026-08-10,2026-08-19,19.65,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal NQXT-APCT-DBCT- Gladstone / EC India 10/19 Aug $19.65 fio 40000shinc/40000shinc - SAIL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_024,24,US East Coast (Hampton Roads / Baltimore),East Coast India (Paradip / Visakhapatnam),Panamax,coal,2026-07-08,report_00005.html,TBN,,coal NQXT-APCT-DBCT- Gladstone,NQXT-APCT-DBCT- Gladstone,EC India,coal,75000.0,2026-08-10,2026-08-19,19.65,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,51,True,False,33.0,MODERATE,'TBN' 75000/10 coal NQXT-APCT-DBCT- Gladstone / EC India 10/19 Aug $19.65 fio 40000shinc/40000shinc - SAIL,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_006,6,"Banjarmasin (South Kalimantan), Indonesia","Krishnapatnam, India",Panamax,coal,2026-07-06,report_00004.html,TBN,,coal Gladstone,Gladstone,Vizag,coal,75000.0,2026-08-05,2026-08-14,19.6,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,53,True,False,33.0,MODERATE,"COAL 'TBN' 75000/10 coal Gladstone/Vizag 5/14 Aug $19.60 fio 35,000shinc/35,000shinc - SAIL",trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_007,7,"East Kalimantan, Indonesia","Paradip, India",Supramax,coal,2026-07-06,report_00004.html,TBN,,coal Gladstone,Gladstone,Vizag,coal,75000.0,2026-08-05,2026-08-14,19.6,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,53,True,False,33.0,MODERATE,"COAL 'TBN' 75000/10 coal Gladstone/Vizag 5/14 Aug $19.60 fio 35,000shinc/35,000shinc - SAIL",trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_009,9,"Richards Bay, South Africa","Paradip, India",Panamax,coal,2026-07-06,report_00004.html,TBN,,coal Gladstone,Gladstone,Vizag,coal,75000.0,2026-08-05,2026-08-14,19.6,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,53,True,False,33.0,MODERATE,"COAL 'TBN' 75000/10 coal Gladstone/Vizag 5/14 Aug $19.60 fio 35,000shinc/35,000shinc - SAIL",trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_010,10,Indonesia,"Paradip, India",Supramax,coal,2026-07-06,report_00004.html,TBN,,coal Gladstone,Gladstone,Vizag,coal,75000.0,2026-08-05,2026-08-14,19.6,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,53,True,False,33.0,MODERATE,"COAL 'TBN' 75000/10 coal Gladstone/Vizag 5/14 Aug $19.60 fio 35,000shinc/35,000shinc - SAIL",trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_014,14,"East Kalimantan, Indonesia","Paradip, India",Supramax,coal,2026-07-06,report_00004.html,TBN,,coal Gladstone,Gladstone,Vizag,coal,75000.0,2026-08-05,2026-08-14,19.6,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,53,True,False,33.0,MODERATE,"COAL 'TBN' 75000/10 coal Gladstone/Vizag 5/14 Aug $19.60 fio 35,000shinc/35,000shinc - SAIL",trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_015,15,Atlantic / Black Sea ports (Taman / Ust-Luga proxy),"Visakhapatnam, India",Panamax,coal,2026-07-06,report_00004.html,TBN,,coal Gladstone,Gladstone,Vizag,coal,75000.0,2026-08-05,2026-08-14,19.6,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,53,True,False,33.0,MODERATE,"COAL 'TBN' 75000/10 coal Gladstone/Vizag 5/14 Aug $19.60 fio 35,000shinc/35,000shinc - SAIL",trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_016,16,"Richards Bay, South Africa","Gangavaram, India",Capesize,coal,2026-07-06,report_00004.html,TBN,,coal Gladstone,Gladstone,Vizag,coal,75000.0,2026-08-05,2026-08-14,19.6,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,53,True,False,33.0,MODERATE,"COAL 'TBN' 75000/10 coal Gladstone/Vizag 5/14 Aug $19.60 fio 35,000shinc/35,000shinc - SAIL",trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_018,18,"Richards Bay, South Africa","Haldia, India",Panamax,coal,2026-07-06,report_00004.html,TBN,,coal Gladstone,Gladstone,Vizag,coal,75000.0,2026-08-05,2026-08-14,19.6,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,53,True,False,33.0,MODERATE,"COAL 'TBN' 75000/10 coal Gladstone/Vizag 5/14 Aug $19.60 fio 35,000shinc/35,000shinc - SAIL",trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_021,21,Indonesia,East Coast India,Panamax,coal,2026-07-06,report_00004.html,TBN,,coal Gladstone,Gladstone,Vizag,coal,75000.0,2026-08-05,2026-08-14,19.6,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,53,True,False,33.0,MODERATE,"COAL 'TBN' 75000/10 coal Gladstone/Vizag 5/14 Aug $19.60 fio 35,000shinc/35,000shinc - SAIL",trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_023,23,"Richards Bay, South Africa","Krishnapatnam, India",Capesize,coal,2026-07-06,report_00004.html,TBN,,coal Gladstone,Gladstone,Vizag,coal,75000.0,2026-08-05,2026-08-14,19.6,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,53,True,False,33.0,MODERATE,"COAL 'TBN' 75000/10 coal Gladstone/Vizag 5/14 Aug $19.60 fio 35,000shinc/35,000shinc - SAIL",trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_024,24,US East Coast (Hampton Roads / Baltimore),East Coast India (Paradip / Visakhapatnam),Panamax,coal,2026-07-06,report_00004.html,TBN,,coal Gladstone,Gladstone,Vizag,coal,75000.0,2026-08-05,2026-08-14,19.6,WEAK_RELATED,NO_MATCH,RELATED,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,53,True,False,33.0,MODERATE,"COAL 'TBN' 75000/10 coal Gladstone/Vizag 5/14 Aug $19.60 fio 35,000shinc/35,000shinc - SAIL",trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_000,0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coal,2026-06-18,report_00002.html,Pan Ocean TBN,,Newcastle,Newcastle,Boryeong,coal,80000.0,2026-07-07,2026-07-16,16.98,WEAK_RELATED,RELATED,NO_MATCH,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,71,True,False,33.0,MODERATE,COAL 'Pan Ocean TBN' 80000/10 Newcastle/Boryeong 7/16 Jul $16.98 fio 30000mtsatpmxshexuu/19000ltshinc - Kepco,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
CONTRACT_002,2,"Hay Point, Australia","Paradip, India",Panamax,coal,2026-06-18,report_00002.html,Pan Ocean TBN,,Newcastle,Newcastle,Boryeong,coal,80000.0,2026-07-07,2026-07-16,16.98,WEAK_RELATED,RELATED,NO_MATCH,12.0,MATCH,20.0,UNKNOWN,0.0,HISTORICAL,1.0,HISTORICAL,0.0,71,True,False,33.0,MODERATE,COAL 'Pan Ocean TBN' 80000/10 Newcastle/Boryeong 7/16 Jul $16.98 fio 30000mtsatpmxshexuu/19000ltshinc - Kepco,trade=WEAK_RELATED:12.0; cargo=MATCH:20.0; vessel=UNKNOWN:0.0; recency=HISTORICAL:1.0; laycan=HISTORICAL:0.0
