date,bdi_close,bdi_return_1d,bdi_return_7d,bdi_ma_7,bdi_ma_30,bdi_volatility_30d,dataset_role
2015-04-13,578.0,-0.039867109634551534,-0.026936026936026924,595.4285714285714,589.0666666666667,0.031003889030049758,market_bdi
2015-04-14,581.0,0.00519031141868509,-0.02680067001675046,593.1428571428571,583.4,0.030963518174872456,market_bdi
2015-04-15,586.0,0.008605851979345935,-0.02006688963210701,591.4285714285714,578.9333333333333,0.03045166620104515,market_bdi
2015-04-16,593.0,0.011945392491467643,-0.00836120401337792,590.7142857142857,575.2666666666667,0.030449326388872,market_bdi
2015-04-17,597.0,0.006745362563237878,0.001677852348993314,590.8571428571429,572.2333333333333,0.030367108487891946,market_bdi
2015-04-20,598.0,0.0016750418760469454,-0.0016694490818029983,590.7142857142857,569.9666666666667,0.02992576873785426,market_bdi
2015-04-21,601.0,0.0050167224080268635,-0.0016611295681062677,590.5714285714286,568.9333333333333,0.02854851719195457,market_bdi
2015-04-22,600.0,-0.0016638935108153063,0.03806228373702414,593.7142857142857,568.6666666666666,0.027695032262413793,market_bdi
2015-04-23,599.0,-0.0016666666666667052,0.030981067125645412,596.2857142857143,570.9666666666667,0.013474089334937645,market_bdi
2015-04-24,600.0,0.0016694490818029983,0.023890784982935065,598.2857142857143,573.5666666666667,0.012986146883403056,market_bdi
2015-04-27,600.0,0.0,0.01180438448566612,599.2857142857143,576.3666666666667,0.012656195550251157,market_bdi
2015-04-28,601.0,0.0016666666666667052,0.00670016750418756,599.8571428571429,579.4333333333333,0.01217728172801651,market_bdi
2015-04-29,595.0,-0.009983361064891838,-0.0050167224080267525,599.4285714285714,582.2,0.0125058027252416,market_bdi
2015-04-30,591.0,-0.006722689075630228,-0.016638935108153063,598.0,584.7,0.012677324604002177,market_bdi
2015-05-13,634.0,0.07275803722504226,0.05666666666666664,602.8571428571429,588.3666666666667,0.01769155602078937,market_bdi
2015-05-14,637.0,0.004731861198738141,0.06343906510851416,608.2857142857143,591.8333333333334,0.017578632462864688,market_bdi
2015-05-15,634.0,-0.004709576138147598,0.05666666666666664,613.1428571428571,594.9666666666667,0.017634410288611246,market_bdi
2015-05-18,630.0,-0.006309148264984188,0.050000000000000044,617.4285714285714,597.2333333333333,0.016445261204390993,market_bdi
2015-05-19,620.0,-0.015873015873015928,0.03161397670549082,620.1428571428571,599.1,0.01683885380359419,market_bdi
2015-05-20,606.0,-0.022580645161290325,0.018487394957983128,621.7142857142857,600.3666666666667,0.017467818199443874,market_bdi
2015-05-21,592.0,-0.02310231023102305,0.0016920473773265332,621.8571428571429,601.0666666666667,0.018059724050819,market_bdi
2015-05-22,586.0,-0.010135135135135087,-0.0757097791798107,615.0,601.1333333333333,0.017710506193816367,market_bdi
2015-05-26,584.0,-0.0034129692832765013,-0.08320251177394034,607.4285714285714,600.9,0.017581688585203713,market_bdi
2015-05-27,587.0,0.005136986301369939,-0.07413249211356465,600.7142857142857,600.6666666666666,0.017582327757536535,market_bdi
2015-05-28,588.0,0.0017035775127767216,-0.06666666666666665,594.7142857142857,600.3666666666667,0.01755814523055847,market_bdi
2015-05-29,589.0,0.001700680272108901,-0.050000000000000044,590.2857142857143,600.0666666666667,0.01755824833680644,market_bdi
2015-06-15,656.0,0.11375212224108666,0.08250825082508251,597.4285714285714,602.0,0.02724756957648083,market_bdi
2015-06-16,681.0,0.038109756097560954,0.15033783783783794,610.1428571428571,604.8333333333334,0.027934523739215615,market_bdi
2015-06-17,725.0,0.06461086637298097,0.2372013651877134,630.0,609.0333333333333,0.029992573785074885,market_bdi
2015-06-18,773.0,0.06620689655172418,0.3236301369863013,657.0,614.7333333333333,0.03188784502498202,market_bdi
2015-06-19,779.0,0.0077619663648125226,0.32708688245315165,684.4285714285714,621.4333333333333,0.030536225025654135,market_bdi
2015-06-22,779.0,0.0,0.3248299319727892,711.7142857142857,628.0333333333333,0.030581591175452342,market_bdi
2015-06-23,790.0,0.01412066752246477,0.34125636672325976,740.4285714285714,634.8333333333334,0.03058791300867805,market_bdi
2015-06-24,829.0,0.04936708860759498,0.2637195121951219,765.1428571428571,642.7,0.03140364736543599,market_bdi
2015-06-25,829.0,0.0,0.21732745961820843,786.2857142857143,650.4333333333333,0.0314643292588838,market_bdi
2015-06-26,823.0,-0.007237635705669487,0.1351724137931034,800.2857142857143,657.9333333333333,0.031601692440087446,market_bdi
2015-06-29,813.0,-0.012150668286755817,0.05174644243208282,806.0,665.0,0.03187112979044331,market_bdi
2015-06-30,800.0,-0.01599015990159902,0.02695763799743256,809.0,671.6666666666666,0.0321670482592252,market_bdi
2015-07-13,900.0,0.125,0.15532734274711157,826.2857142857143,681.7,0.038296494207061736,market_bdi
2015-07-14,915.0,0.016666666666666607,0.15822784810126578,844.1428571428571,692.2,0.03822325820164094,market_bdi
2015-07-15,951.0,0.03934426229508192,0.1471652593486128,861.5714285714286,703.9,0.03837134277085856,market_bdi
2015-07-16,1009.0,0.06098843322818093,0.2171290711700844,887.2857142857143,717.5,0.039120559858162623,market_bdi
2015-07-17,1048.0,0.038652130822596664,0.27339003645200477,919.4285714285714,732.6,0.038922804115024516,market_bdi
2015-07-20,1067.0,0.018129770992366456,0.3124231242312423,955.7142857142857,748.4666666666667,0.038603186812197154,market_bdi
2015-07-21,1113.0,0.04311152764761017,0.3912500000000001,1000.4285714285714,764.4333333333333,0.03758736246079751,market_bdi
2015-07-22,1118.0,0.004492362982928988,0.24222222222222212,1031.5714285714287,780.4666666666667,0.03759065155080039,market_bdi
2015-07-23,1102.0,-0.014311270125223596,0.2043715846994536,1058.2857142857142,796.0666666666667,0.03784459507156022,market_bdi
2015-07-24,1086.0,-0.014519056261342977,0.14195583596214512,1077.5714285714287,811.2666666666667,0.03806489858411027,market_bdi
2015-07-27,1090.0,0.0036832412523020164,0.08027750247770071,1089.142857142857,826.9333333333333,0.03761212304284879,market_bdi
2015-07-28,1094.0,0.003669724770642091,0.043893129770992356,1095.7142857142858,843.2,0.03689461043399786,market_bdi
2015-07-29,1104.0,0.009140767824497242,0.03467666354264298,1101.0,860.2666666666667,0.036040026411040385,market_bdi
2015-07-30,1100.0,-0.0036231884057971175,-0.011680143755615435,1099.142857142857,877.4,0.03586155149230143,market_bdi
2015-07-31,1131.0,0.028181818181818086,0.011627906976744207,1101.0,895.6333333333333,0.03555811881949871,market_bdi
2015-08-13,1046.0,-0.07515473032714415,-0.05081669691470059,1093.0,910.9333333333333,0.03971639369967899,market_bdi
2015-08-14,1055.0,0.008604206500955947,-0.028545119705340682,1088.5714285714287,926.5,0.03962557339493266,market_bdi
2015-08-17,1063.0,0.007582938388625671,-0.02477064220183489,1084.7142857142858,942.3,0.03954427209250645,market_bdi
2015-08-18,1046.0,-0.0159924741298213,-0.04387568555758681,1077.857142857143,955.3,0.035936222860381256,market_bdi
2015-08-19,1031.0,-0.014340344168260022,-0.06612318840579712,1067.4285714285713,966.9666666666667,0.036113078447858625,market_bdi
2015-08-20,1014.0,-0.016488845780795347,-0.07818181818181813,1055.142857142857,976.6,0.03526052470093883,market_bdi
2015-08-21,994.0,-0.01972386587771202,-0.12113174182139697,1035.5714285714287,983.9666666666667,0.03416414441733309,market_bdi
2015-08-24,968.0,-0.026156941649899346,-0.0745697896749522,1024.4285714285713,990.2666666666667,0.034761384925980604,market_bdi
2015-08-25,942.0,-0.02685950413223137,-0.10710900473933649,1008.2857142857143,995.7,0.03531168108281988,market_bdi
2015-08-26,918.0,-0.02547770700636942,-0.13640639698965196,987.5714285714286,999.9666666666667,0.03577109858075314,market_bdi
2015-08-27,905.0,-0.014161220043573008,-0.13479923518164438,967.4285714285714,1002.5,0.03496327409177231,market_bdi
2015-08-28,903.0,-0.0022099447513812542,-0.1241513094083414,949.1428571428571,1004.9666666666667,0.03497323364214186,market_bdi
2015-09-14,805.0,-0.10852713178294571,-0.20611439842209078,919.2857142857143,1004.3666666666667,0.040492215060905785,market_bdi
2015-09-15,802.0,-0.003726708074534124,-0.19315895372233405,891.8571428571429,1004.0,0.04043384233427964,market_bdi
2015-09-16,814.0,0.014962593516209433,-0.15909090909090906,869.8571428571429,1004.4666666666667,0.040397860594843495,market_bdi
2015-09-17,883.0,0.08476658476658483,-0.06263269639065816,861.4285714285714,1003.9,0.03664548102682299,market_bdi
2015-09-18,960.0,0.08720271800679491,0.045751633986928164,867.4285714285714,1005.4,0.03987101095673714,market_bdi
2015-09-21,978.0,0.018750000000000044,0.08066298342541445,877.8571428571429,1006.3,0.0393868922783125,market_bdi
2015-09-22,923.0,-0.056237218813905976,0.02214839424141757,880.7142857142857,1003.4333333333333,0.039114890466297576,market_bdi
2015-09-23,917.0,-0.00650054171180936,0.13913043478260878,896.7142857142857,999.0666666666667,0.03834919371684951,market_bdi
2015-09-24,922.0,0.005452562704471031,0.14962593516209477,913.8571428571429,994.2333333333333,0.03816950106452918,market_bdi
2015-09-25,943.0,0.022776572668112838,0.15847665847665837,932.2857142857143,988.5666666666667,0.037475573959010355,market_bdi
2015-09-28,943.0,0.0,0.06795016987542479,940.8571428571429,982.7333333333333,0.03744602411617863,market_bdi
2015-09-29,926.0,-0.018027571580063628,-0.03541666666666665,936.0,976.8666666666667,0.037484103983788965,market_bdi
2015-09-30,900.0,-0.02807775377969768,-0.07975460122699385,924.8571428571429,970.6666666666666,0.03768282163340888,market_bdi
2015-10-13,804.0,-0.10666666666666669,-0.12892741061755142,907.8571428571429,961.1333333333333,0.04190020675543789,market_bdi
2015-10-14,787.0,-0.021144278606965217,-0.1417666303162486,889.2857142857143,950.9,0.04188172104650766,market_bdi
2015-10-15,766.0,-0.026683608640406642,-0.16919739696312364,867.0,939.6333333333333,0.04182618795707896,market_bdi
2015-10-16,754.0,-0.015665796344647487,-0.20042417815482505,840.0,928.1,0.041808251382139804,market_bdi
2015-10-19,747.0,-0.009283819628647216,-0.20784729586426298,812.0,915.3,0.04113145264823808,market_bdi
2015-10-20,762.0,0.02008032128514059,-0.17710583153347736,788.5714285714286,905.8333333333334,0.03981503604712849,market_bdi
2015-10-21,780.0,0.023622047244094446,-0.1333333333333333,771.4285714285714,896.6666666666666,0.04014647626500484,market_bdi
2015-10-22,786.0,0.007692307692307665,-0.02238805970149249,768.8571428571429,887.4333333333333,0.04014806015291694,market_bdi
2015-10-23,774.0,-0.01526717557251911,-0.016518424396442133,767.0,878.3666666666667,0.04014406037319278,market_bdi
2015-10-26,759.0,-0.019379844961240345,-0.009138381201044377,766.0,869.3,0.040176853874257394,market_bdi
2015-10-27,739.0,-0.026350461133069825,-0.019893899204244003,763.8571428571429,860.1333333333333,0.040277364295706886,market_bdi
2015-10-28,736.0,-0.004059539918809252,-0.014725568942436373,762.2857142857143,851.5333333333333,0.040244377718878545,market_bdi
2015-10-29,728.0,-0.010869565217391353,-0.044619422572178435,757.4285714285714,843.5333333333333,0.04011848367554496,market_bdi
2015-10-30,721.0,-0.009615384615384581,-0.0756410256410256,749.0,836.1666666666666,0.03997203718131446,market_bdi
2015-11-13,560.0,-0.22330097087378642,-0.28753180661577604,716.7142857142857,824.2333333333333,0.05603111306987819,market_bdi
2015-11-16,550.0,-0.017857142857142905,-0.289405684754522,684.7142857142857,812.4,0.056033992424633444,market_bdi
2015-11-17,537.0,-0.023636363636363678,-0.2924901185770751,653.0,800.2,0.05600446471403243,market_bdi
2015-11-18,519.0,-0.03351955307262566,-0.2976995940460081,621.5714285714286,790.6666666666666,0.053318975269709065,market_bdi
2015-11-19,504.0,-0.028901734104046284,-0.3152173913043478,588.4285714285714,780.7333333333333,0.053365777073376613,market_bdi
2015-11-20,498.0,-0.011904761904761862,-0.3159340659340659,555.5714285714286,770.2,0.05309016621119442,market_bdi
2015-11-23,516.0,0.03614457831325302,-0.2843273231622746,526.2857142857143,757.9666666666667,0.05063253866389361,market_bdi
2015-11-24,528.0,0.023255813953488413,-0.05714285714285716,521.7142857142857,743.5666666666667,0.047362143719493294,market_bdi
2015-11-25,546.0,0.03409090909090917,-0.0072727272727273196,521.1428571428571,729.1666666666666,0.04785847780947828,market_bdi
2015-11-26,562.0,0.0293040293040292,0.04655493482309114,524.7142857142857,717.1333333333333,0.04804929801811052,market_bdi
2015-11-27,581.0,0.03380782918149472,0.11946050096339111,533.5714285714286,705.9333333333333,0.04885610752925197,market_bdi
2015-11-30,584.0,0.005163511187607606,0.15873015873015883,545.0,694.6666666666666,0.04885220819978739,market_bdi
2015-12-14,508.0,-0.13013698630136983,0.02008032128514059,546.4285714285714,680.1666666666666,0.05272696271904218,market_bdi
2015-12-15,484.0,-0.047244094488189003,-0.06201550387596899,541.8571428571429,664.8666666666667,0.052848198972931554,market_bdi
2015-12-16,471.0,-0.02685950413223137,-0.10795454545454541,533.7142857142857,649.7,0.05285865889723598,market_bdi
2015-12-17,471.0,0.0,-0.13736263736263732,523.0,635.4,0.05297335507754855,market_bdi
2015-12-18,477.0,0.01273885350318471,-0.1512455516014235,510.85714285714283,624.5,0.05065987244512934,market_bdi
2015-12-21,478.0,0.002096436058700135,-0.17728055077452665,496.14285714285717,614.2,0.05075387970655654,market_bdi
2015-12-22,474.0,-0.008368200836820106,-0.18835616438356162,480.42857142857144,604.4666666666667,0.05071969151143535,market_bdi
2015-12-23,475.0,0.0021097046413502962,-0.06496062992125984,475.7142857142857,595.1666666666666,0.05080903997590148,market_bdi
2015-12-24,478.0,0.006315789473684275,-0.012396694214875992,474.85714285714283,586.2,0.05093737937524039,market_bdi
2016-01-13,394.0,-0.17573221757322177,-0.16348195329087045,463.85714285714283,573.9333333333333,0.05849009264847794,market_bdi
2016-01-14,383.0,-0.027918781725888353,-0.1868365180467091,451.2857142857143,560.7,0.057922178274253854,market_bdi
2016-01-15,373.0,-0.026109660574412552,-0.21802935010482183,436.42857142857144,546.9333333333333,0.05766076145995329,market_bdi
2016-01-18,369.0,-0.01072386058981234,-0.2280334728033473,420.85714285714283,533.4333333333333,0.05768700809288255,market_bdi
2016-01-19,363.0,-0.016260162601625994,-0.23417721518987344,405.0,520.2333333333333,0.057695790750647645,market_bdi
2016-01-20,358.0,-0.01377410468319562,-0.24631578947368427,388.2857142857143,507.53333333333336,0.05771237086377118,market_bdi
2016-01-21,355.0,-0.008379888268156388,-0.2573221757322176,370.7142857142857,494.8333333333333,0.057671283574944686,market_bdi
2016-01-22,354.0,-0.0028169014084507005,-0.10152284263959388,365.0,482.3666666666667,0.05774454494701967,market_bdi
2016-01-25,354.0,0.0,-0.07571801566579639,360.85714285714283,470.1333333333333,0.05784188319585024,market_bdi
2016-01-26,345.0,-0.025423728813559365,-0.07506702412868638,356.85714285714283,462.96666666666664,0.043571774308565556,market_bdi
2016-01-27,337.0,-0.023188405797101463,-0.08672086720867211,352.2857142857143,455.8666666666667,0.043594618970982074,market_bdi
2016-01-28,325.0,-0.035608308605341255,-0.10468319559228645,346.85714285714283,448.8,0.04372913695063671,market_bdi
2016-01-29,317.0,-0.024615384615384595,-0.11452513966480449,341.0,442.06666666666666,0.043633392838024004,market_bdi
2016-02-15,295.0,-0.06940063091482651,-0.16901408450704225,332.42857142857144,435.1,0.044682666271105925,market_bdi
2016-02-16,301.0,0.02033898305084736,-0.1497175141242938,324.85714285714283,428.53333333333336,0.045185654792115636,market_bdi
2016-02-17,307.0,0.019933554817275656,-0.13276836158192096,318.14285714285717,421.56666666666666,0.04463947590056126,market_bdi
2016-02-18,313.0,0.019543973941368087,-0.09275362318840574,313.57142857142856,414.4,0.04453160623372702,market_bdi
2016-02-19,315.0,0.006389776357827559,-0.06528189910979232,310.42857142857144,406.7,0.043732074327285216,market_bdi
2016-02-22,316.0,0.0031746031746031633,-0.027692307692307683,309.14285714285717,398.5,0.043029314483568115,market_bdi
2016-02-23,318.0,0.006329113924050667,0.003154574132492094,309.2857142857143,389.73333333333335,0.042171686954011446,market_bdi
2016-02-24,322.0,0.012578616352201255,0.09152542372881345,313.14285714285717,381.0,0.042339273097818174,market_bdi
2016-02-25,325.0,0.009316770186335477,0.07973421926910307,316.57142857142856,374.9,0.037001587093513096,market_bdi
2016-02-26,327.0,0.006153846153846176,0.06514657980456029,319.42857142857144,369.6666666666667,0.03663233641226674,market_bdi
2016-02-29,329.0,0.006116207951070374,0.051118210862619806,321.7142857142857,364.93333333333334,0.036674240594156825,market_bdi
2016-03-14,393.0,0.19452887537993924,0.24761904761904763,332.85714285714283,362.3333333333333,0.052500234115586956,market_bdi
2016-03-15,396.0,0.007633587786259444,0.25316455696202533,344.2857142857143,359.6333333333333,0.052450046923035655,market_bdi
2016-03-16,393.0,-0.007575757575757569,0.23584905660377364,355.0,356.8,0.052435545241879294,market_bdi
2016-03-17,392.0,-0.0025445292620864812,0.21739130434782616,365.0,354.06666666666666,0.05243411924515339,market_bdi
2016-03-18,395.0,0.007653061224489832,0.21538461538461529,375.0,351.4,0.052469745702291334,market_bdi
2016-03-21,398.0,0.0075949367088608,0.21712538226299705,385.14285714285717,348.73333333333335,0.05247961079893975,market_bdi
2016-03-22,398.0,0.0,0.20972644376899696,395.0,348.8666666666667,0.04136914662024301,market_bdi
2016-03-23,401.0,0.007537688442211143,0.020356234096692072,396.14285714285717,349.46666666666664,0.04101654810985175,market_bdi
2016-03-24,406.0,0.012468827930174564,0.025252525252525304,397.57142857142856,350.56666666666666,0.04069931071959156,market_bdi
2016-03-29,409.0,0.00738916256157629,0.040712468193384144,399.85714285714283,351.9,0.04061427572321936,market_bdi
2016-03-30,414.0,0.012224938875305513,0.05612244897959173,403.0,353.6,0.040452832467493656,market_bdi
2016-03-31,429.0,0.03623188405797095,0.08607594936708862,407.85714285714283,355.96666666666664,0.0406771126097364,market_bdi
2016-04-13,567.0,0.32167832167832167,0.42462311557788945,432.0,363.03333333333336,0.07029003444656204,market_bdi
2016-04-14,597.0,0.05291005291005302,0.5,460.42857142857144,371.1333333333333,0.0704628657563383,market_bdi
2016-04-15,635.0,0.06365159128978215,0.5835411471321696,493.85714285714283,380.5,0.07080837819459129,market_bdi
2016-04-18,659.0,0.03779527559055129,0.6231527093596059,530.0,390.96666666666664,0.07029436543779982,market_bdi
2016-04-19,671.0,0.018209408194233667,0.6405867970660146,567.4285714285714,402.1,0.0697427962428222,market_bdi
2016-04-20,669.0,-0.0029806259314456574,0.6159420289855073,603.8571428571429,413.56666666666666,0.06901152303799134,market_bdi
2016-04-21,670.0,0.001494768310911887,0.5617715617715617,638.2857142857143,425.3333333333333,0.06850952956219124,market_bdi
2016-04-22,688.0,0.02686567164179099,0.21340388007054667,655.5714285714286,438.43333333333334,0.06603818693431845,market_bdi
2016-04-25,690.0,0.0029069767441860517,0.1557788944723617,668.8571428571429,451.4,0.06620643831291602,market_bdi
2016-04-26,704.0,0.020289855072463725,0.10866141732283463,678.7142857142857,464.6333333333333,0.0662046317989486,market_bdi
2016-04-27,715.0,0.015625,0.08497723823975711,686.7142857142857,478.03333333333336,0.06622953473295383,market_bdi
2016-04-28,710.0,-0.006993006993006978,0.058122205663189375,692.2857142857143,491.2,0.06643685235709386,market_bdi
2016-04-29,703.0,-0.009859154929577452,0.05082212257100149,697.1428571428571,504.1,0.06665567908179204,market_bdi
2016-05-13,600.0,-0.1465149359886202,-0.10447761194029848,687.1428571428571,513.5,0.07388495953406612,market_bdi
2016-05-16,613.0,0.021666666666666723,-0.10901162790697672,676.4285714285714,523.2,0.073856217669425,market_bdi
2016-05-17,643.0,0.048939641109298604,-0.06811594202898552,669.7142857142857,533.8,0.07393791538584389,market_bdi
2016-05-18,642.0,-0.0015552099533436836,-0.08806818181818177,660.8571428571429,544.3,0.07402035346542685,market_bdi
2016-05-19,634.0,-0.012461059190031154,-0.11328671328671325,649.2857142857143,554.4666666666667,0.07426206997181267,market_bdi
2016-05-20,625.0,-0.014195583596214534,-0.11971830985915488,637.1428571428571,562.2,0.0672267167471196,market_bdi
2016-05-23,624.0,-0.0016000000000000458,-0.11237553342816498,625.8571428571429,569.8,0.06729472061024605,market_bdi
2016-05-24,618.0,-0.009615384615384581,0.030000000000000027,628.4285714285714,577.3,0.06732166924860718,market_bdi
2016-05-25,605.0,-0.021035598705501646,-0.013050570962479635,627.2857142857143,584.4,0.06759240491916631,market_bdi
2016-05-26,601.0,-0.006611570247933907,-0.06531881804043549,621.2857142857143,591.2666666666667,0.06770718264700289,market_bdi
2016-05-27,606.0,0.008319467554076532,-0.05607476635514019,616.1428571428571,598.2,0.06770418502772974,market_bdi
2016-05-31,612.0,0.00990099009900991,-0.034700315457413256,613.0,605.3333333333334,0.06764714146346938,market_bdi
2016-06-13,609.0,-0.004901960784313708,-0.025599999999999956,610.7142857142857,612.2666666666667,0.0677415419834179,market_bdi
2016-06-14,608.0,-0.0016420361247947435,-0.02564102564102566,608.4285714285714,619.0,0.06781591303606742,market_bdi
2016-06-15,604.0,-0.006578947368421018,-0.02265372168284785,606.4285714285714,625.5,0.06792165617827978,market_bdi
2016-06-16,598.0,-0.009933774834437137,-0.011570247933884281,605.4285714285714,631.6333333333333,0.06807399981062905,market_bdi
2016-06-17,587.0,-0.018394648829431426,-0.02329450915141429,603.4285714285714,636.9,0.06819852972033748,market_bdi
2016-06-20,582.0,-0.008517887563884163,-0.03960396039603964,600.0,637.4,0.035284417028260934,market_bdi
2016-06-21,580.0,-0.0034364261168384758,-0.05228758169934644,595.4285714285714,636.8333333333334,0.03392738060066062,market_bdi
2016-06-22,585.0,0.008620689655172376,-0.039408866995073843,592.0,635.1666666666666,0.0317652162086537,market_bdi
2016-06-23,596.0,0.018803418803418737,-0.019736842105263164,590.2857142857143,633.0666666666667,0.03112327740918096,market_bdi
2016-06-24,609.0,0.02181208053691286,0.008278145695364225,591.0,631.0,0.03121411308296172,market_bdi
2016-06-27,616.0,0.011494252873563315,0.030100334448160515,593.5714285714286,629.2333333333333,0.0313216246741804,market_bdi
2016-06-28,627.0,0.017857142857142794,0.0681431005110733,599.2857142857143,627.8,0.03153061059605735,market_bdi
2016-06-29,640.0,0.020733652312599604,0.09965635738831624,607.5714285714286,626.2,0.031358507953924177,market_bdi
2016-06-30,660.0,0.03125,0.13793103448275867,619.0,625.2,0.03192995068534442,market_bdi
2016-07-13,726.0,0.10000000000000009,0.24102564102564106,639.1428571428571,625.9333333333333,0.03671619674991132,market_bdi
2016-07-14,738.0,0.016528925619834656,0.23825503355704702,659.4285714285714,626.7,0.036728382142117606,market_bdi
2016-07-15,745.0,0.009485094850948617,0.22331691297208534,678.8571428571429,627.8666666666667,0.03671655168036514,market_bdi
2016-07-18,748.0,0.00402684563758382,0.2142857142857142,697.7142857142857,629.3666666666667,0.03664563235502416,market_bdi
2016-07-19,746.0,-0.002673796791443861,0.18979266347687407,714.7142857142857,634.2333333333333,0.02349205876482129,market_bdi
2016-07-20,736.0,-0.013404825737265424,0.1499999999999999,728.4285714285714,638.3333333333334,0.02363716340465315,market_bdi
2016-07-21,726.0,-0.013586956521739135,0.10000000000000009,737.8571428571429,641.1,0.022482950622463777,market_bdi
2016-07-22,718.0,-0.011019283746556474,-0.011019283746556474,736.7142857142857,643.6333333333333,0.022633681637240836,market_bdi
2016-07-25,709.0,-0.012534818941504211,-0.03929539295392959,732.5714285714286,646.1333333333333,0.02263553245338848,market_bdi
2016-07-26,696.0,-0.01833568406205921,-0.06577181208053695,725.5714285714286,648.5,0.0227623781114156,market_bdi
2016-07-27,679.0,-0.02442528735632188,-0.09224598930481287,715.7142857142857,650.3333333333334,0.023324787443620737,market_bdi
2016-07-28,665.0,-0.020618556701030966,-0.10857908847184983,704.1428571428571,651.9,0.023615877200685784,market_bdi
2016-07-29,656.0,-0.013533834586466176,-0.10869565217391308,692.7142857142857,653.6,0.02339449729631799,market_bdi
2016-08-15,681.0,0.038109756097560954,-0.06198347107438018,686.2857142857143,656.2666666666667,0.024175612859568166,market_bdi
2016-08-16,687.0,0.008810572687224738,-0.04317548746518107,681.8571428571429,658.9666666666667,0.024178491716555287,market_bdi
2016-08-17,685.0,-0.0029112081513827937,-0.03385049365303239,678.4285714285714,661.4,0.024192278521687646,market_bdi
2016-08-18,682.0,-0.004379562043795637,-0.02011494252873558,676.4285714285714,663.8333333333334,0.024185810331194626,market_bdi
2016-08-19,683.0,0.0014662756598240456,0.00589101620029453,677.0,666.3333333333334,0.02416722045137002,market_bdi
2016-08-22,687.0,0.005856515373352744,0.03308270676691727,680.1428571428571,669.1,0.02408322654360386,market_bdi
2016-08-23,692.0,0.00727802037845704,0.054878048780487854,685.2857142857143,672.2333333333333,0.023930283368551294,market_bdi
