observation_id,source_file,source_file_type,api_snapshot_timestamp,observation_timestamp,ais_received_timestamp,freshness_minutes,imo,mmsi,vessel_name,vtype_raw,vtype7_bulk_candidate,lat,lon,speed,course,nav_status,destination,zone_name,source,raw_record_index,exact_duplicate_observation,imo_observation_sequence,previous_api_snapshot_timestamp,observation_interval_hours,previous_lat,previous_lon,position_changed
zone_australia_gladstone_hay_point_20260828T041615Z.json_2,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 03:07:35+00:00,68.66666666666667,9700823,352286000,CAPE HOPE,7,True,-23.8005,151.49697,0.2,125.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,2,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_3,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 03:07:35+00:00,73.71666666666667,9700823,352286000,CAPE HOPE,7,True,-23.8005,151.49697,0.2,125.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,3,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.8005,151.49697,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_24,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 02:58:29+00:00,77.76666666666667,9708318,636016900,CAROLA,7,True,-23.89876,151.57304,0.2,146.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,24,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_25,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 02:58:29+00:00,82.81666666666666,9708318,636016900,CAROLA,7,True,-23.89876,151.57304,0.2,146.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,25,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.89876,151.57304,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_1,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 03:06:34+00:00,69.68333333333334,9713442,372754000,CAPE HARVEST,7,True,-23.84951,151.45999,0.3,126.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,1,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_0,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 03:06:34+00:00,74.73333333333333,9713442,372754000,CAPE HARVEST,7,True,-23.84951,151.45999,0.3,126.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,0,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.84951,151.45999,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_43,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 03:07:57+00:00,68.3,9743679,503024450,SL BOYNE ISLAND,3,False,-23.77748,151.19466,0.1,135.0,0,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,43,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_44,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 03:07:57+00:00,73.35,9743679,503024450,SL BOYNE ISLAND,3,False,-23.77748,151.19466,0.1,135.0,0,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,44,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.77748,151.19466,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_41,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 03:18:43+00:00,57.53333333333333,9743681,503026120,VB HERON ISLAND,3,False,-23.8273,151.26124,9.4,307.2,0,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,41,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_41,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 03:18:43+00:00,62.583333333333336,9743681,503026120,VB HERON ISLAND,3,False,-23.8273,151.26124,9.4,307.2,0,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,41,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.8273,151.26124,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_40,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 03:04:44+00:00,71.51666666666667,9743693,503000093,VB WIGGINS ISLAND,3,False,-23.77906,151.19636,0.0,35.0,0,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,40,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_42,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 03:04:44+00:00,76.56666666666666,9743693,503000093,VB WIGGINS ISLAND,3,False,-23.77906,151.19636,0.0,35.0,0,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,42,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.77906,151.19636,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_25,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 02:10:53+00:00,125.36666666666666,9747390,538006474,DSI PEGASUS,7,True,-23.79018,151.18005,0.0,127.0,5,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,25,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_26,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 02:10:53+00:00,130.41666666666666,9747390,538006474,DSI PEGASUS,7,True,-23.79018,151.18005,0.0,127.0,5,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,26,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.79018,151.18005,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_20,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 03:07:42+00:00,68.55,9774472,636017368,KANG MAY,7,True,-23.79253,151.18373,0.1,306.0,5,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,20,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_21,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 03:07:42+00:00,73.6,9774472,636017368,KANG MAY,7,True,-23.79253,151.18373,0.1,306.0,5,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,21,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.79253,151.18373,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_19,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 03:03:55+00:00,72.33333333333333,9789831,636017377,JIA MAY,7,True,-23.76622,151.49601,0.2,76.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,19,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_20,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 03:03:55+00:00,77.38333333333334,9789831,636017377,JIA MAY,7,True,-23.76622,151.49601,0.2,76.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,20,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.76622,151.49601,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_3,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 03:05:11+00:00,71.06666666666666,9790880,431491000,NSU VOYAGER,7,True,-23.77969,151.51859,0.1,171.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,3,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_2,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 03:05:11+00:00,76.11666666666666,9790880,431491000,NSU VOYAGER,7,True,-23.77969,151.51859,0.1,171.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,2,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.77969,151.51859,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_46,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 03:11:16+00:00,64.98333333333333,9795787,503000229,SL LULU,0,False,-23.83523,151.27764,6.7,291.0,0,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,46,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_47,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 03:11:16+00:00,70.03333333333333,9795787,503000229,SL LULU,0,False,-23.83523,151.27764,6.7,291.0,0,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,47,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.83523,151.27764,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_45,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 03:02:58+00:00,73.28333333333333,9795799,503000231,SL MURJAN,0,False,-23.77822,151.19532,0.0,36.0,0,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,45,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_46,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 03:02:58+00:00,78.33333333333333,9795799,503000231,SL MURJAN,0,False,-23.77822,151.19532,0.0,36.0,0,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,46,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.77822,151.19532,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_14,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 02:57:38+00:00,78.61666666666666,9802205,636018574,MEDI PALMAROLA,7,True,-23.90016,151.58984,0.1,106.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,14,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_15,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 02:57:38+00:00,83.66666666666667,9802205,636018574,MEDI PALMAROLA,7,True,-23.90016,151.58984,0.1,106.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,15,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.90016,151.58984,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_17,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 02:25:37+00:00,110.63333333333334,9815939,636018518,MEDI GINEVRA,7,True,-23.88145,151.57301,0.1,159.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,17,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_16,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 02:25:37+00:00,115.68333333333334,9815939,636018518,MEDI GINEVRA,7,True,-23.88145,151.57301,0.1,159.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,16,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.88145,151.57301,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_21,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 03:07:35+00:00,68.66666666666667,9877872,538009641,SDTR ERICA,7,True,-23.85242,151.61422,0.0,231.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,21,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_22,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 03:07:35+00:00,73.71666666666667,9877872,538009641,SDTR ERICA,7,True,-23.85242,151.61422,0.0,231.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,22,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.85242,151.61422,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_34,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 03:06:05+00:00,70.16666666666667,9883560,357138000,BUENA AMISTAD,8,False,-23.83258,151.26119,0.0,282.0,5,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,34,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_35,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 03:06:05+00:00,75.21666666666667,9883560,357138000,BUENA AMISTAD,8,False,-23.83258,151.26119,0.0,282.0,5,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,35,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.83258,151.26119,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_99,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 03:31:22+00:00,44.88333333333333,9885063,636020378,BRILLIANT MERCURY,7,True,-23.81812,151.24128,0.0,138.0,5,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,99,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_10,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 03:31:22+00:00,49.93333333333333,9885063,636020378,BRILLIANT MERCURY,7,True,-23.81812,151.24128,0.0,138.0,5,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,10,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.81812,151.24128,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_97,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 03:06:42+00:00,69.55,9889306,352393000,AZUL TIERRA,7,True,-23.79716,151.5176,0.1,181.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,97,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_98,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 03:06:42+00:00,74.6,9889306,352393000,AZUL TIERRA,7,True,-23.79716,151.5176,0.1,181.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,98,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.79716,151.5176,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_27,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 03:05:19+00:00,70.93333333333334,9894818,538009407,DESERT NAMULI,7,True,-23.82325,151.24626,0.0,139.0,5,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,27,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_28,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 03:05:19+00:00,75.98333333333333,9894818,538009407,DESERT NAMULI,7,True,-23.82325,151.24626,0.0,139.0,5,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,28,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.82325,151.24626,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_16,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 03:07:09+00:00,69.1,9906740,636021216,TAHO CIRCULAR,7,True,-23.8323,151.49698,0.0,62.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,16,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_18,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 03:07:09+00:00,74.15,9906740,636021216,TAHO CIRCULAR,7,True,-23.8323,151.49698,0.0,62.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,18,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.8323,151.49698,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_102,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 02:58:27+00:00,77.8,9914371,538012764,METIS TITANIUM,7,True,-23.84856,151.58976,0.0,128.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,102,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_102,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 02:58:27+00:00,82.85,9914371,538012764,METIS TITANIUM,7,True,-23.84856,151.58976,0.0,128.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,102,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.84856,151.58976,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_26,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 04:12:09+00:00,4.1,9934204,477833200,JOSCO LIUZHOU,7,True,-23.82068,151.24364,0.0,140.0,5,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,26,False,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_27,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 04:18:09+00:00,3.15,9934204,477833200,JOSCO LIUZHOU,7,True,-23.82068,151.24365,0.0,140.0,5,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,27,False,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.82068,151.24364,True
zone_australia_gladstone_hay_point_20260828T041615Z.json_31,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 04:08:40+00:00,7.583333333333333,9947768,636093091,BBC URANUS,7,True,-23.83291,151.26311,0.0,109.0,5,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,31,False,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_32,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 04:20:40+00:00,0.6333333333333333,9947768,636093091,BBC URANUS,7,True,-23.83292,151.26313,0.0,109.0,5,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,32,False,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.83291,151.26311,True
zone_australia_gladstone_hay_point_20260828T041615Z.json_8,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 03:19:27+00:00,56.8,9974149,636025078,PUTERI PAHANG,8,False,-23.82505,151.25875,9.6,308.0,0,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,8,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_8,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 03:19:27+00:00,61.85,9974149,636025078,PUTERI PAHANG,8,False,-23.82505,151.25875,9.6,308.0,0,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,8,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.82505,151.25875,False
zone_australia_gladstone_hay_point_20260828T041615Z.json_29,zone_australia_gladstone_hay_point_20260828T041615Z.json,zone,2026-08-28 04:16:15+00:00,2026-08-28T04:16:15+00:00,2026-08-28 03:57:32+00:00,18.716666666666665,9990703,563266600,KARLA BULKER,7,True,-23.85173,151.31262,0.0,80.0,5,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,29,True,1,,,,,True
zone_australia_gladstone_hay_point_20260828T042118Z.json_30,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28 03:57:32+00:00,23.766666666666666,9990703,563266600,KARLA BULKER,7,True,-23.85173,151.31262,0.0,80.0,5,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,30,True,2,2026-08-28 04:16:15+00:00,0.08416666666666667,-23.85173,151.31262,False
