report_date,original_value,strict_5tc,status,pattern,source_sentence,source
2023-02-20,4432.0,,REVIEW,,,https://www.drycargomag.com/dry-bulk-shipping-report-0723
2023-02-27,2246.0,5271.0,ACCEPT,"\bclosed?\b.{0,60}?(?:at|on)\s+\$([0-9][0-9,]*(?:\.[0-9]+)?)","Last Friday the 5TC was at $2,246 and as we close the week it stands at $5,271.",https://www.drycargomag.com/dry-bulk-shipping-report-0823
2023-03-13,4000.0,14466.0,ACCEPT,"\bfinished?\b.{0,60}?(?:at|on)\s+\$([0-9][0-9,]*(?:\.[0-9]+)?)","Subsequently, the time charter average for the 5TC rose over $4,000 compared with last Friday and finished proceedings at $14,466.",https://www.drycargomag.com/dry-bulk-shipping-report-1023
2023-04-03,13806.0,,REVIEW,,,https://www.drycargomag.com/dry-bulk-shipping-report-1323
2023-04-17,15849.0,15344.0,ACCEPT,"\bending\b.{0,60}?(?:at|on)\s+\$([0-9][0-9,]*(?:\.[0-9]+)?)","All in all, a mixed bag with the 5TC’s starting the week after the Easter weekend at $15,849 and ending the week at $15,344.",https://www.drycargomag.com/dry-bulk-shipping-report-1523
2023-06-26,12375.0,,REVIEW,,,https://www.drycargomag.com/dry-bulk-shipping-report-2523
2023-10-09,5801.0,,REVIEW,,,https://www.drycargomag.com/dry-bulk-shipping-report-4023
2024-01-15,29851.0,,REVIEW,,,https://www.drycargomag.com/shipping-market-remains-subdued
2024-10-14,23509.0,23509.0,ACCEPT,"\bclosed?\b.{0,60}?(?:at|on)\s+\$([0-9][0-9,]*(?:\.[0-9]+)?)","The BCI 5TC fell every day besides Friday, which closed at $23,509, a significant drop from Monday’s $26,213.",https://www.drycargomag.com/soft-week-for-dry-bulk-sector-market
2025-03-17,23697.0,23697.0,ACCEPT,"\bclosed?\b.{0,60}?(?:at|on)\s+\$([0-9][0-9,]*(?:\.[0-9]+)?)","The BCI 5TC experienced a steady rise throughout the week, before a slight correction saw it close at $23,697, up from $20,544 at the week's start.",https://www.drycargomag.com/a-positive-week-for-the-dry-bulk-sector
2025-06-23,7000.0,23879.0,ACCEPT,explicit_to_close_settle_finish,"Overall, the week marked a reversal of recent gains, with the BCI 5TC shedding over $7,000 to settle at $23,879 by Friday.",https://www.drycargomag.com/a-subdued-week-for-dry-bulk-shipping-market
2025-11-24,27000.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report
2026-01-12,27652.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-226
2026-01-19,13120.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-326
2026-01-26,13688.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-0426
2026-02-09,31000.0,26468.0,ACCEPT,explicit_to_close_settle_finish,"Dry Bulk Weekly Report About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Baltic Exchange: Dry Bulk Weekly Report 09 February 2026 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The market endured a broadly softer week, with sentiment cooling across both the Pacific and Atlantic as the BCI 182 5TC slid from the low $31,000s to finish closer to $26,468.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-0626
2026-02-16,14829.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-072026
2026-02-23,16543.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-826
2026-03-02,17481.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-926
2026-03-10,17656.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-1026
2026-03-16,16546.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-1126
2026-03-23,17132.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-1226
2026-03-30,15800.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-1326
2026-04-20,6000.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-1626
2026-04-27,39000.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-1726
2026-05-11,42649.0,44941.0,ACCEPT,explicit_to_close_settle_finish,"Overall, the BCI 182 5TC rose from $42,649 on Tuesday to finish the week at $44,941, after peaking at $46,610 on Thursday.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-1926
2026-06-01,50000.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2226
2026-06-08,50000.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2326
2026-06-15,42798.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2426
2026-06-22,37631.0,37631.0,ACCEPT,explicit_to_close_settle_finish,"Having come under pressure through the early part of the week, the market reversed course, with the BCI 182 5TC climbing sharply to close at $37,631, up from $36,756 at the start of the week.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2526
2026-06-29,36946.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2626
2026-07-06,5000.0,37181.0,ACCEPT,explicit_to_close_settle_finish,"The BCI 182 5TC gained just over $5,000 across the week to close at $37,181.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2726
2026-07-13,21153.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2826
2026-07-20,43086.0,37156.0,ACCEPT,explicit_to_close_settle_finish,"Having started the week at $42,641, the BCI 182 5TC peaked at $43,086 before sliding around $5,000 to finish at $37,156, illustrating a market that ended the week firmly on the defensive.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2926
2026-07-27,31768.0,38860.0,ACCEPT,explicit_to_close_settle_finish,"However, sentiment improved steadily as fresh cargoes emerged and buying interest returned, lifting the BCI 5TC from its early-week low of $31,768 to finish the week at $38,860.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-3026
2026-08-03,21000.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-3126
2026-08-10,41395.0,46512.0,ACCEPT,"\bto\s+\$([0-9][0-9,]*(?:\.[0-9]+)?).{0,50}?\bby\s+Friday\b","Strength in both the Pacific and Atlantic basins underpinned the rally, driving the BCI 5TC from $41,395 at the start of the week to $46,512 by Friday's close.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-3226
2026-08-17,46300.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-3326
2026-08-24,81000.0,,REVIEW,,,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-3426
