generated_utc,status,input_step51u_rows,economic_candidate_rows,input_contracts,input_vessels,input_routes,final_sail_contracts,final_kill_contracts,final_sail_vessels,final_sail_routes,final_departure_dates,temporal_conflict_edges,bear_incremental_usd,base_incremental_usd,bull_incremental_usd,worst_case_incremental_usd,expected_incremental_usd,bunker_cost_total_usd,opex_cost_total_usd,voyage_cost_total_usd,live_bunker_price_usd_per_mt,max_sail,risk_ratio,solve_seconds,contract_violations,capacity_violations,class_violations,temporal_overlap_violations,myshiptracking_api_calls,myshiptracking_credits,oilpriceapi_calls,status_detail
2026-09-03T08:57:33.970783+00:00,Optimal,358,358,16,6,16,6,10,6,6,4,10890,5207316.782227799,7639946.787373137,12147493.461041246,5207316.782227799,8331585.676880727,2074465.7794619808,1220945.245664883,3445411.0251268637,770.5,12,0.6,118.146316083,0,0,0,0,0,0,0,FINAL_PRODUCTION_MILP_COMPLETE
