generated_utc,planning_start_date,planning_end_date,planning_departure_dates,vessel_candidates,economic_vessel_route_pairs,physical_vessel_route_pairs,all_vessel_route_date_rows,feasible_vessel_route_date_rows,not_reachable_date_rows,final_date_scenario_rows,scenario_rows_with_economics,unique_final_vessels,unique_final_routes,unique_final_departure_dates,unique_final_scenarios,api_calls_myshiptracking,myshiptracking_credits_consumed,oilpriceapi_calls,status
2026-08-28T16:13:02.594866+00:00,2026-08-29,2026-09-07,10,36,216,216,2160,781,1379,2343,2343,11,16,9,3,0,0,0,DEPARTURE_DATE_FEASIBILITY_READY
