generated_utc,selected_assignments,cross_class_selected,dwt_capable_cross_class,route_date_verified_cross_class,selected_date_verified_cross_class,reposition_known_cross_class,route_distance_known_cross_class,draft_available_cross_class,cross_class_physically_supported,cross_class_requires_operational_review,cross_class_dwt_rejected,live_bunker_price_usd_per_mt,myshiptracking_api_calls,myshiptracking_credits,oilpriceapi_calls,status
2026-08-28T11:18:02.887316+00:00,11,5,5,5,5,5,5,0,5,0,0,770.5,0,0,0,CROSS_CLASS_AUDIT_COMPLETE
