report_date,capesize_5tc_usd_per_day,source,source_context
2019-07-22,32765.0,https://www.drycargomag.com/dry-bulk-week-29-the-baltic-briefing,"Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk Week 29: The Baltic Briefing 22 July 2019 Dry Bulk | Trade & Commodities | Shipping & Transport Dry Bulk Week 29 Capesize Another week of gains as the Atlantic basin continues to be pressurised on tonnage and Brazilian cargoes keep up a steady flow. The Capesize 5TC opened the week at $26,705 to close Friday at $32,765, an increase of more than 22%. The Brazilian iron ore market was strong early in the week, with most charterers, owners, operators and traders all present at some stage. Vessels traded hands regularly and at levels that lifted at a startling rate. Brazil to China C3 rate levels varied wildly on date-specific terms with usually only the trade participants knowing the true value at that time. The Pacific took a back-step to this activity but was equally affected by it. Vessels booked in on period and trip charters in the Pacific were equally seen traded for Pacific or Atlantic cargoes, as the transatlantic C8 and Pacific round voyage C10 both lifted to attract vessels. The West Australia C5 r"
2019-07-29,27145.0,https://www.drycargomag.com/dry-bulk-week-30-the-baltic-briefing,"y Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk Week 30: The Baltic Briefing 29 July 2019 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The market was a white knuckled ride this past week as a large downside movement shed value quickly leaving many in bewilderment. The 5TC opened the week at $32,765 and closed on Friday at $27,145. It became apparent on Monday that the market was sliding. Tuesday brought about a modest decline on all routes before the storm clouds gathered. Wednesday it dropped throughout the day, with most activity centred on C3 and C5 routes. Thursday erosion continued on all routes, but by the end of the trading day a floor had been found to close the week with a small rebound. The West Australia to China rollercoaster opened the week at $10.90, rising quickly to $11.145, then plummeted to $9.336 to close out the week at $9.77. The Brazil to China C3 big dipper opened the week at $27.518, reached a low of $22.614, before closing out at $23.145. Rate levels are still considered high for recent time"
2019-08-19,29624.0,https://www.drycargomag.com/dry-bulk-week-33-the-baltic-briefing,"ad-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk Week 33: The Baltic Briefing 19 August 2019 Dry Bulk | Shipping & Transport Bulk report – Week 33 Capesize The Capesize market was buoyant in both basins this week, posting gains across the board. After bottoming out the previous week, rates were seen to quickly rise. This was helped along the way by typhoon Lekima off the eastern coast of China and a tightening vessel situation in the Atlantic. The Capesize 5TC opened the week at $24,022 to close at $29,624. In the Pacific, most major charterers were present at some stage of the week, but struggled to get repeat trades at last done levels. In the Atlantic, Vale was particularly busy for the Brazil to China trade, taking both prompt August dates and C3 September laycan dates. Black Sea trade to the Far East was rumoured once again this past week, which also contributed to the tightening vessel situation. With Singapore off on Monday it was a late start to the Pacific market, however it was quick to gather momentum. Combined with the weather situation, the West Australia to China C5 trade opened at $9.164 and was pushed to $10.498 by index time Friday. Panamax It was a strong week overall, with "
2019-08-27,30437.0,https://www.drycargomag.com/dry-bulk-week-34-the-baltic-briefing,"ewsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk Week 34: The Baltic Briefing 27 August 2019 Dry Bulk | Shipping & Transport Dry Bulk Report – Week 34 Capesize A tale of two halves this week as the market tide turned mid-week bringing a raft of higher fixtures to both basins. Pockets of pressure in the market released to the upside from Wednesday onwards. The Capesize 5TC routes opened the week at $29,624, dropped down to $28,431, before closing the week out at $30,437. The big play of the week came from Brazil, once again rising over $2 per metric tonne from Wednesday to Friday, to settle at $24.055. Several transatlantic trades were heard following the mid-week dip as trading activity was slow but steady. In the Pacific, the usual presence of Rio Tinto was the constant as they traded rates to the low and were again in at the high on Friday. Other miners were infrequent and generally quiet. C5 opened the week at $10.498, traded down quickly to $9.573, before closing out the week up at $10.577. Turbulent weather is once again heading towards South East China which should affect upcoming vessel schedules. Traders will also be casting a wary eye towards the"
2019-09-02,34583.0,https://www.drycargomag.com/dry-bulk-week-35-the-baltic-briefing,"Dry Bulk Week 35: The Baltic Briefing About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk Week 35: The Baltic Briefing 02 September 2019 Dry Bulk | Trade & Commodities | Shipping & Transport Bulk report – Week 35 Capesize The market continued to firm all week, with the 5TC closing on Friday at $34,583, up $4,146 for the week. This marks a new high for the year and a remarkable lift from the lows of 3 April 2019, when it was a mere $3,540. Over the week, signals had been apparent that the Atlantic was coming to the boil as healthy demand struggled to find tonnage. Coming to a head at the end of the week, Brazil to China leapt almost $2 to settle on the index at $28.118. Transatlantic rates bounded up to $37,500 giving the basin a significant premium over its Pacific rival at $30,188. The Pacific, with a much greater supply of vessels, was a source of stability this week, resistant to pressures from the vessel drain to the Atlantic basin. West Australia to China C5 closed the week out at $"
2019-09-09,37921.0,https://www.drycargomag.com/dry-bulk-week-36-the-baltic-briefing,"out Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk Week 36: The Baltic Briefing 09 September 2019 Dry Bulk | Shipping & Transport Bulk Report – Week 36 Capesize The market reached new heights this week as the 5TC topped $38,014, a level not seen in the sector since 2013. Fridays 5TC closed down $732 to settle at $37,921. While this week’s surge in rates was driven by a tightening of tonnage that is able to arrive within September, a wider sector story is emerging of vessel delays being caused by docking issues. The upcoming IMO regulations, which will apply from 1 January 2020, have vessels preparing tanks to receive cleaner fuels while others are installing scrubber units to process high sulphur fuel on the go. These unusual dockings are causing delays and disruptions to tonnage flows, which is further aggravating a tight tonnage situation in parts of the market. The Pacific Basin this week experienced a surge early on due to sentiment from the West, but was otherwise relatively steady, while not particul"
2019-09-23,31470.0,https://www.drycargomag.com/dry-bulk-week-38-the-baltic-briefing,"ded sideways at the beginning of this past week, it was unable to build any upward momentum and broke to the downside midweek. Brazil to China C3 opened the week at $25.89 to close out Friday at $23.705, while West Australia to China C5 opened at $10.923 to close at $9.145. Trade activity was moderate throughout the week in the Atlantic, while quieter in the Pacific. Bunker pricing for traders was a wild ride this week as fuel markets absorbed possible scenarios of war risk footing in the Persian Gulf. Prices lifted drastically leaving many to back off trades and wait for the situation to calm. Rates did reduce but are still at elevated levels. The 5TC opened the week at $33,996 to close at $31,470. While there was some talk of a floor being reached, Fridays drop of -$1301 momentum looks still to the downside. Panamax The week began with small increases in the Atlantic indices, but this was soon reversed, and the losses accelerated as the week wore on. There was healthy fixing volume for both transatlantic and fronthaul trips, but the earlier tonnage was forced to reduce their offers to find cover. Brokers felt October positions looked more balanced. The Pacific drifted lower all week, with vessels in the North forced to ballast South. The South American market was not providing its normal support, with charterers concentrating on taking tonnage delivery Arrival Pilot Station (APS) be"
2019-10-07,23675.0,https://www.drycargomag.com/dry-bulk-week-40-the-baltic-briefing,"ome heavy losses on a few days throughout the week before the tide appeared to turn on Friday. Stronger fronthaul numbers were being heard fixed late on Friday, while bids were heard to be lifting on C14 Brazil to China due to a lack of offers in the market. The West Australia to Qingdao C5 market lifted today to settle at $9.168. The Pacific had reasonable activity throughout the week but remains now within a range of $8.50 to $9.50. Being in the seasonal high Q4 period forward rates are elevated from today’s level, yet this is tempered on the spot by the weak demand. The Capesize 5TC opened the week at $24,916, reached a low of $23,425 Thursday, before closing up Friday +$250 to settle at $23,675. Panamax It was a week with continuous fall in the Atlantic basin whilst brokers were seeing signs of improvement in the Pacific as North Pacific grain lending support. The Baltic Panamax Index (BPI) stopped falling on Friday and returned to the positive territory in the last day of the week, with a strong push from the East. A Kamsarmax open Ghent went for a trip via the Baltic back to Skaw-Gibraltar in the mid $15,000s. More fixtures reported from East Coast South America, with the rates largely based on APS instead of DOP or retro Singapore delivery. 82,000dwt vessels were reportedly fixed for trips from East Coast South America to Singapore-Japan in the range of $16,000s to $17,000s plu"
2019-10-21,25117.0,https://www.drycargomag.com/dry-bulk-week-42-the-baltic-briefing,"Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk Week 42: The Baltic Briefing 21 October 2019 Dry Bulk | Shipping & Transport Bulk report – Week 42 Capesize The market traded in a relatively stable supported manner in the Pacific this week while the Atlantic experienced weakening turbulence. Fixture activity was strong in both basins with trade executed generally on a voyage priced basis. The 5TC opened the week at $26,382 before closing on a slightly down note Friday at $25,117. The Brazil to China C3 was the big mover this past week opening at $23.782 to close down at $20.945. The Pacific C5 market continued to trade in a limited range opening at $9.227 to end out the week on a positive at $9.114. Discussions continue to be heard regarding vessels cleaning fuel tanks in preparation for IMO 2020. Vessels going out on timecharter are needing to consider what fuel the vessel is being returned with, whilst ideally having a good indication of where that will be for bunkering considerations. Some have been heard to give favorable prices for bunkers on delivery to entice trade. While traders are well versed in bunker planning, the IMO’s hard deadline is problematic for "
2019-11-25,18930.0,https://www.drycargomag.com/dry-bulk-week-47-the-baltic-briefing,"icy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk Week 47: The Baltic Briefing 25 November 2019 Dry Bulk Bulk report – Week 47 Capesize After a week of value being eroded on the Capesize market, Friday brought improved sentiment across most of the routes. The 5TC average opened the week at $20,970 and closed out Friday up $580 to settle at $18,930, illustrating clearly the deteriorating condition of the market. While the Pacific Basin maintained its usual constant flow, improved sentiment built in the Atlantic Basin. Bids were heard to be firmly up across all routes. The Brazil to China C3 route opened the week at $19.04, reaching a midweek low of $18.225. However, with Fridays jump of 72.5 cents, the route settled at almost parity at $19.03 pushing into the weekend. While this current lift is encouraging for a possible last market push before the end of the year, trade activity overall hasn’t been reassuring. But as eyes drift to the New Year, and improved clarity post IMO changes, traders are sure to have plans in mind which will h"
2019-12-09,23704.0,https://www.drycargomag.com/dry-bulk-week-49-the-baltic-briefing,"trong trading activity from major iron ore charterers. With the steady flow of cargo in the Asia region, the Pacific C10 now trades at a solid 35% premium over the Atlantic C8. The C5 West Australia to China market had a significant jump mid-week, but fell away after a wild trading Friday, to leave the route largely unchanged week on week. Bad weather causing vessel delays in China is expected to cause disruption to upcoming schedules. The North Atlantic sentiment weakened throughout the week, as fixtures out of Brazil, to China, initially jumped in strength. But as a series of fixtures eased the pressure, levels were seen to decline. The Capesize 5TC closed the week down -$525 to settle at $23,704. Panamax Another week of upward momentum in the Panamax market, with East Coast South America (ECSA) grain trips to the Far East witnessing the largest gains. In the Pacific healthy coal enquiry from Australia and Indonesia kept rates relatively stable on the week. There has been slower trade volume on North Atlantic trades. However, an 83,000dwt vessel agreed $14,000 delivery from North France, for a trip via the US East Coast to Italy, with redelivery basis Gibraltar – whilst a 73,000dwt ship achieved $12,000 delivery arrival pilot station (APS), North Brazil, for a trip to Skaw-Cape Passero range. On the ECSA trips to the Far East the high saw an 82,000dwt vessel agreeing to $14,500 plus"
2019-12-23,14451.0,https://www.drycargomag.com/dry-bulk-week-51-the-baltic-briefing,"ration of weakening freight levels and increasing IMO bunker costs. A week out from Christmas there was a definite holiday feel, with some traders already absent. Opening Monday, trade was sparse in both Basins, but by mid-week there was signs the Atlantic had bottomed out and improved sentiment was found. The Pacific continued its rout, with the C10 opening the week at $17,000 to close at around $11,200. The two Basins are once again diverging with each other, with the Atlantic C8 at $17,300. Throughout the week the West Australia C5 was volatile, but as the week closed more activity was rumoured and settled at $7.20. The Brazil to China C3 closed in the upper $18.00’s. The C5TC settled at $14,451 on Friday, with two days left to price for the year. Panamax Negative values spread across most areas of the market this week, with the Pacific witnessing the biggest losses. In the Atlantic, cargo demand from the South Atlantic weakened a little, but steady enquiry was seen further north. For transatlantic trips from the US Gulf at start of the week we saw a 75,000dwt ship achieving $13,400 plus $340,000 ballast bonus. By the end of the week, an 81,000dwt ship was fixing $12,500 plus $250,000 ballast bonus, both delivery Arrival Pilot Station (APS) US Gulf, with redelivery Skaw-Gibraltar range. From East Coast South America, highest fixed was $15,000 plus $500,000 ballast bonus on an 81,00"
2020-01-13,9438.0,https://www.drycargomag.com/dry-bulk-week-2,"ectory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 2 13 January 2020 Dry Bulk | Trade & Commodities | Shipping & Transport Bulk report – Week 2 Capesize Closing out the first full trading week of 2020, the Capesize market is struggling to gain any solid positive upward traction. Opening the week at $10,825, the Capesize 5TC fell away to $9,020, before staging a small rally to close Friday at $9,438. The Pacific Basin fared much worse than the Atlantic, voyage rates were under strong pressure earlier on, with owners coming close to zero on earnings. Geopolitical troubles in the Middle East kept fuel prices strong adding to the cost woes for owners in this post-IMO 2020 era. High very low sulphur fuel spreads now range north of $300 in Singapore. Rates for transatlantic routes were seen to hold up better with tonnage to cargo ratios at healthier levels, the C8 ending the week at $14,500. Backhaul C16 was seen to take continual losses throughout the week closing Friday at -$4,000 as owners look to invest in re-positioning their vessel into the Atlantic. Panamax An active week with health"
2020-01-20,8352.0,https://www.drycargomag.com/dry-bulk-week-3,"go Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 3 20 January 2020 Dry Bulk | Trade & Commodities | Shipping & Transport Bulk report – Week 3 Capesize The market was relatively stable over this past week putting an end to the past months of more extreme declines. While the Capesize 5TC still softened marginally, opening the week at $9,438 and closing it at $8,352, market fundamentals appear to have stabilised with a dismal floor for owners in the Pacific and a tight tonnage situation in the Atlantic commanding a premium. In the Pacific the C5 closed out the week at $6.832 with the Pacific round C10 trading at $3,871. While bunkers gave a bit of reprieve earlier in the week helping owners, voyage rates declined in the Pacific putting earnings at firmly sub OPEX levels for standard vessels. Fixing activity has been mild throughout the week with Friday being very quiet. The Atlantic basin’s C8 closed out the week at $14,440 dropping -$1,035. With Chinese New Year officially starting next week on 24 Jan, most traders will be preparing for an impending q"
2020-02-17,2445.0,https://www.drycargomag.com/dry-bulk-week-7,"ia kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 7 17 February 2020 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize Riding the downward momentum of the previous week, the market was always going to be hard pressed to make any sort of revival. With multiple drivers including Coronavirus, rail flooding in East Australia, rains in Brazil and a tropical cyclone in West Australia causing havoc, the market was seen to bottom out and meander sideways. The Capesize 5TC opened the week at $2,660 to close out at $2,445. While bunker volatility was causing fluctuation in the vessels’ earnings, voyage rates were mostly seen to soften throughout the week. C3 Tubarao to Brazil opened at $13.575 closed down at $12.95. West Australia was quiet and spot market fixture activity opened the week at $5.75 closing at $5.595. Remarkably the C10 Transpacific bucked the trend this week as demand for time-charter vessels lifted. The Transatlantic C8 didn’t fare so well as dwindling cargo options had most over offered. It now trades at $2,920 which is below the Pacific, the first time since mid-December. Panamax It was a relatively strong week overall, with most areas increasing their values over the week. East coast sout"
