candidate_id,imo,mmsi,vessel_name,candidate_vessel_class,dwt,dwt_class,gt,built,vessel_age_years,draught,size_a,size_b,flag,lat,lon,speed,avg_sog,max_sog,course,nav_status,destination,last_port,last_port_unloco,last_port_dep_utc,next_port,next_port_unloco,next_port_eta_utc,freshness_minutes,observation_count,first_observation_timestamp,last_observation_timestamp,mean_reported_speed,max_reported_speed,min_reported_speed,mean_freshness_minutes,has_extended_metadata,has_dwt,has_reported_speed,has_avg_sog,has_position,ais_fresh,has_multiple_observations,metadata_non_null_count,metadata_completeness,candidate_usable,candidate_source,source_file,vessel_name_extended,mmsi_extended,vessel_type_extended,vtype_extended,dwt_extended,gt_extended,built_extended,draught_extended,flag_extended,callsign_extended,destination_extended,last_port_extended,last_port_departure_extended,next_port_extended,next_port_eta_extended,avg_sog_extended,max_sog_extended,wind_knots_extended,temperature_extended,humidity_extended,pressure_extended,visibility_extended,dwt_final,built_final,draught_final,next_port_final,next_port_eta_final,last_port_final,destination_final,avg_sog_final,dwt_class_from_final_dwt,dwt_class_enriched,has_local_extended_metadata,has_extended_dwt,has_final_dwt,metadata_completeness_score,optimizer_vessel_ready,optimizer_capacity_ready
IMO_102579600,102579600,636024708,BH PROGRESS,BULK_CARRIER,,UNKNOWN,,,,,,,,-23.78191,151.47799,0.0,,,75.0,1,,,,,,,,75.21666666666667,2,2026-08-28 04:16:15+00:00,2026-08-28 04:21:18+00:00,0.0,0.0,0.0,72.69166666666666,False,False,True,False,True,True,True,0,0.0,True,MYSHIPTRACKING_AIS_TRIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLOC_OR_VERY_LARGE,VLOC_OR_VERY_LARGE,False,False,False,0.0,True,False
IMO_9614919,9614919,431812000,SG UNITED,BULK_CARRIER,,UNKNOWN,,,,9.9,254.0,38.0,JP,-23.8134,151.46051,0.2,10.4,14.3,149.0,1,,KASHIMA,JPKSM,2026-07-27T09:08:21Z,,,,75.91666666666667,2,2026-08-28 04:16:15+00:00,2026-08-28 04:21:18+00:00,0.2,0.2,0.2,73.39166666666667,True,False,True,True,True,True,True,3,0.375,True,MYSHIPTRACKING_AIS_TRIAL,vessel_9614919_20260828T042123Z.json,SG UNITED,431812000.0,Cargo,7.0,,,,9.9,JP,7KMO,AU GLT,KASHIMA,2026-07-27T09:08:21Z,,,10.4,14.3,12.0,19.9,73.7,1022.7,24135.3,,,9.9,,,KASHIMA,AU GLT,10.4,VLOC_OR_VERY_LARGE,VLOC_OR_VERY_LARGE,True,False,False,0.4,True,False
IMO_9894818,9894818,538009407,DESERT NAMULI,BULK_CARRIER,,UNKNOWN,,,,6.8,170.0,29.0,MH,-23.82325,151.24626,0.0,,,139.0,5,,TIANJIN,CNTXG,2026-07-18T12:44:26Z,,,,75.98333333333333,2,2026-08-28 04:16:15+00:00,2026-08-28 04:21:18+00:00,0.0,0.0,0.0,73.45833333333334,True,False,True,False,True,True,True,3,0.375,True,MYSHIPTRACKING_AIS_TRIAL,vessel_9894818_20260828T042134Z.json,DESERT NAMULI,538009407.0,Cargo,7.0,,,,6.8,MH,V7A4695,AU GLT,TIANJIN,2026-07-18T12:44:26Z,,,,,10.0,21.4,62.5,1022.5,24135.3,,,6.8,,,TIANJIN,AU GLT,,VLOC_OR_VERY_LARGE,VLOC_OR_VERY_LARGE,True,False,False,0.4,True,False
IMO_9790880,9790880,431491000,NSU VOYAGER,BULK_CARRIER,,UNKNOWN,,,,9.4,257.0,42.0,JP,-23.77969,151.51859,0.1,11.6,15.3,171.0,1,,NAGOYA,JPNGO,2026-08-05T04:44:30Z,GLADSTONE,AUGLT,2026-08-18T07:00:00Z,76.11666666666666,2,2026-08-28 04:16:15+00:00,2026-08-28 04:21:18+00:00,0.1,0.1,0.1,73.59166666666667,True,False,True,True,True,True,True,5,0.625,True,MYSHIPTRACKING_AIS_TRIAL,vessel_9790880_20260828T042121Z.json,NSU VOYAGER,431491000.0,Cargo,7.0,,,,9.4,JP,7JZQ,AU GLT,NAGOYA,2026-08-05T04:44:30Z,GLADSTONE,2026-08-18T07:00:00Z,11.6,15.3,12.0,19.9,73.7,1022.7,24135.3,,,9.4,GLADSTONE,2026-08-18T07:00:00Z,NAGOYA,AU GLT,11.6,VLOC_OR_VERY_LARGE,VLOC_OR_VERY_LARGE,True,False,False,0.6,True,False
IMO_9789831,9789831,636017377,JIA MAY,BULK_CARRIER,,UNKNOWN,,,,7.3,198.0,30.0,LR,-23.76622,151.49601,0.2,12.1,15.1,76.0,1,,KITAKYUSHU,JPKKJ,2026-07-31T16:44:00Z,,,,77.38333333333334,2,2026-08-28 04:16:15+00:00,2026-08-28 04:21:18+00:00,0.2,0.2,0.2,74.85833333333333,True,False,True,True,True,True,True,3,0.375,True,MYSHIPTRACKING_AIS_TRIAL,vessel_9789831_20260828T042131Z.json,JIA MAY,636017377.0,Cargo,7.0,,,,7.3,LR,D5KP6,JP HBK>>AU GLT,KITAKYUSHU,2026-07-31T16:44:00Z,,,12.1,15.1,12.0,19.9,73.7,1022.7,24135.3,,,7.3,,,KITAKYUSHU,JP HBK>>AU GLT,12.1,VLOC_OR_VERY_LARGE,VLOC_OR_VERY_LARGE,True,False,False,0.4,True,False
IMO_9694945,9694945,269084000,BREGAGLIA,BULK_CARRIER,,UNKNOWN,,,,8.1,203.0,37.0,CH,-23.83375,151.47999,0.0,10.6,13.8,73.0,1,,HITACHINAKA,JPHIC,2026-08-08T10:24:31Z,GLADSTONE,AUGLT,2026-08-24T13:30:00Z,78.51666666666667,2,2026-08-28 04:16:15+00:00,2026-08-28 04:21:18+00:00,0.0,0.0,0.0,75.99166666666667,True,False,True,True,True,True,True,5,0.625,True,MYSHIPTRACKING_AIS_TRIAL,vessel_9694945_20260828T042125Z.json,BREGAGLIA,269084000.0,Cargo,7.0,,,,8.1,CH,HBDU,AUGLT,HITACHINAKA,2026-08-08T10:24:31Z,GLADSTONE,2026-08-24T13:30:00Z,10.6,13.8,12.0,19.9,73.7,1022.7,24135.3,,,8.1,GLADSTONE,2026-08-24T13:30:00Z,HITACHINAKA,AUGLT,10.6,VLOC_OR_VERY_LARGE,VLOC_OR_VERY_LARGE,True,False,False,0.6,True,False
IMO_9519779,9519779,205580000,MINERAL STONEHENGE,BULK_CARRIER,175713.0,CAPE,91971.0,2010.0,16.0,10.4,251.0,41.0,BE,-23.81305,151.49913,0.0,10.1,13.8,172.0,1,,BORYEONG,KRBOR,2026-08-04T07:05:24Z,GLADSTONE,AUGLT,2026-08-22T19:00:00Z,78.68333333333334,2,2026-08-28 04:16:15+00:00,2026-08-28 04:21:18+00:00,0.0,0.0,0.0,76.15833333333333,True,True,True,True,True,True,True,8,1.0,True,MYSHIPTRACKING_AIS_TRIAL,vessel_9519779_20260828T042123Z.json,MINERAL STONEHENGE,205580000.0,Bulk Carrier,7.0,175713.0,91971.0,2010.0,10.4,BE,ONGR,AU GLT,BORYEONG,2026-08-04T07:05:24Z,GLADSTONE,2026-08-22T19:00:00Z,10.1,13.8,12.0,19.9,73.7,1022.7,24135.3,175713.0,2010.0,10.4,GLADSTONE,2026-08-22T19:00:00Z,BORYEONG,AU GLT,10.1,CAPE,CAPE,True,True,True,1.0,True,True
IMO_9708318,9708318,636016900,CAROLA,BULK_CARRIER,,UNKNOWN,,,,9.5,200.0,25.0,LR,-23.89876,151.57304,0.2,11.8,14.8,146.0,1,,TAICHUNG,TWTXG,2026-07-30T16:44:36Z,,,,82.81666666666666,2,2026-08-28 04:16:15+00:00,2026-08-28 04:21:18+00:00,0.2,0.2,0.2,80.29166666666666,True,False,True,True,True,True,True,3,0.375,True,MYSHIPTRACKING_AIS_TRIAL,vessel_9708318_20260828T042133Z.json,CAROLA,636016900.0,Cargo,7.0,,,,9.5,LR,D5II3,TW TXG>AU GLT,TAICHUNG,2026-07-30T16:44:36Z,,,11.8,14.8,12.0,20.5,67.0,1022.4,24135.3,,,9.5,,,TAICHUNG,TW TXG>AU GLT,11.8,VLOC_OR_VERY_LARGE,VLOC_OR_VERY_LARGE,True,False,False,0.4,True,False
IMO_9914371,9914371,538012764,METIS TITANIUM,BULK_CARRIER,,UNKNOWN,,,,,,,,-23.84856,151.58976,0.0,,,128.0,1,,,,,,,,82.85,2,2026-08-28 04:16:15+00:00,2026-08-28 04:21:18+00:00,0.0,0.0,0.0,80.32499999999999,False,False,True,False,True,True,True,0,0.0,True,MYSHIPTRACKING_AIS_TRIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VLOC_OR_VERY_LARGE,VLOC_OR_VERY_LARGE,False,False,False,0.0,True,False
IMO_9802205,9802205,636018574,MEDI PALMAROLA,BULK_CARRIER,,UNKNOWN,,,,7.2,202.0,27.0,LR,-23.90016,151.58984,0.1,10.9,15.3,106.0,1,,NEWCASTLE,AUNTL,2026-06-25T17:28:45Z,GLADSTONE,AUGLT,2026-08-24T13:00:00Z,83.66666666666667,2,2026-08-28 04:16:15+00:00,2026-08-28 04:21:18+00:00,0.1,0.1,0.1,81.14166666666667,True,False,True,True,True,True,True,5,0.625,True,MYSHIPTRACKING_AIS_TRIAL,vessel_9802205_20260828T042128Z.json,MEDI PALMAROLA,636018574.0,Cargo,7.0,,,,7.2,LR,D5QH9,GLADSTONE,NEWCASTLE,2026-06-25T17:28:45Z,GLADSTONE,2026-08-24T13:00:00Z,10.9,15.3,12.0,20.5,67.0,1022.4,24135.3,,,7.2,GLADSTONE,2026-08-24T13:00:00Z,NEWCASTLE,GLADSTONE,10.9,VLOC_OR_VERY_LARGE,VLOC_OR_VERY_LARGE,True,False,False,0.6,True,False
IMO_9650767,9650767,352035000,RAGA,BULK_CARRIER,95666.0,PANAMAX,50615.0,2013.0,13.0,7.7,206.0,29.0,PA,-23.81918,151.48063,0.2,12.3,14.9,81.0,1,,HUANGHUA,CNHNH,2026-08-02T09:20:28Z,GLADSTONE,AUGLT,2026-08-18T13:00:00Z,86.28333333333333,2,2026-08-28 04:16:15+00:00,2026-08-28 04:21:18+00:00,0.2,0.2,0.2,83.75833333333333,True,True,True,True,True,True,True,8,1.0,True,MYSHIPTRACKING_AIS_TRIAL,vessel_9650767_20260828T042126Z.json,RAGA,352035000.0,Bulk Carrier,7.0,95666.0,50615.0,2013.0,7.7,PA,3ETH3,CN HUH>AU GLT,HUANGHUA,2026-08-02T09:20:28Z,GLADSTONE,2026-08-18T13:00:00Z,12.3,14.9,12.0,19.9,73.7,1022.7,24135.3,95666.0,2013.0,7.7,GLADSTONE,2026-08-18T13:00:00Z,HUANGHUA,CN HUH>AU GLT,12.3,PANAMAX,PANAMAX,True,True,True,1.0,True,True
IMO_9383508,9383508,352721000,HPC GALAXY,BULK_CARRIER,32228.0,HANDYSIZE,20250.0,2009.0,17.0,6.3,155.0,22.0,PA,-23.88196,151.59079,0.3,11.0,13.7,142.0,1,,GEELONG,AUGEX,2026-08-15T21:31:02Z,GLADSTONE,AUGLT,2026-08-20T10:00:00Z,107.6,2,2026-08-28 04:16:15+00:00,2026-08-28 04:21:18+00:00,0.3,0.3,0.3,105.075,True,True,True,True,True,True,True,8,1.0,True,MYSHIPTRACKING_AIS_TRIAL,vessel_9383508_20260828T042136Z.json,HPC GALAXY,352721000.0,General Cargo,7.0,32228.0,20250.0,2009.0,6.3,PA,3EXV3,AU GLT,GEELONG,2026-08-15T21:31:02Z,GLADSTONE,2026-08-20T10:00:00Z,11.0,13.7,12.0,20.5,67.0,1022.4,24135.3,32228.0,2009.0,6.3,GLADSTONE,2026-08-20T10:00:00Z,GEELONG,AU GLT,11.0,HANDYSIZE,HANDYSIZE,True,True,True,1.0,True,True
IMO_9587350,9587350,636019937,ANABELA,BULK_CARRIER,177029.0,CAPE,92053.0,2010.0,16.0,10.4,251.0,40.0,LR,-23.76171,151.51549,0.2,11.6,14.5,189.0,1,,JINGTANG,CNTAS,2026-08-01T06:20:44Z,,,,108.25,2,2026-08-28 04:16:15+00:00,2026-08-28 04:21:18+00:00,0.2,0.2,0.2,105.725,True,True,True,True,True,True,True,6,0.75,True,MYSHIPTRACKING_AIS_TRIAL,vessel_9587350_20260828T042124Z.json,ANABELA,636019937.0,Bulk Carrier,7.0,177029.0,92053.0,2010.0,10.4,LR,D5WW6,AUGLT,JINGTANG,2026-08-01T06:20:44Z,,,11.6,14.5,12.0,19.9,73.7,1022.7,24135.3,177029.0,2010.0,10.4,,,JINGTANG,AUGLT,11.6,CAPE,CAPE,True,True,True,0.8,True,True
IMO_9815939,9815939,636018518,MEDI GINEVRA,BULK_CARRIER,,UNKNOWN,,,,7.5,199.0,30.0,LR,-23.88145,151.57301,0.1,11.0,15.5,159.0,1,,MIZUSHIMA,JPMIZ,2026-08-01T23:56:37Z,,,,115.68333333333334,2,2026-08-28 04:16:15+00:00,2026-08-28 04:21:18+00:00,0.1,0.1,0.1,113.15833333333332,True,False,True,True,True,True,True,3,0.375,True,MYSHIPTRACKING_AIS_TRIAL,vessel_9815939_20260828T042128Z.json,MEDI GINEVRA,636018518.0,Cargo,7.0,,,,7.5,LR,D5QB3,AUGLT,MIZUSHIMA,2026-08-01T23:56:37Z,,,11.0,15.5,12.0,20.5,67.0,1022.4,24135.3,,,7.5,,,MIZUSHIMA,AUGLT,11.0,VLOC_OR_VERY_LARGE,VLOC_OR_VERY_LARGE,True,False,False,0.4,True,False
IMO_9290971,9290971,441609000,ORIENTAL ENTERPRISE,BULK_CARRIER,88125.0,PANAMAX,48042.0,2004.0,22.0,7.6,196.0,34.0,KR,-23.83007,151.60824,0.0,11.1,14.3,158.0,1,,BORYEONG,KRBOR,2026-06-21T05:17:27Z,,,,126.18333333333334,2,2026-08-28 04:16:15+00:00,2026-08-28 04:21:18+00:00,0.0,0.0,0.0,123.65833333333332,True,True,True,True,True,True,True,6,0.75,True,MYSHIPTRACKING_AIS_TRIAL,vessel_9290971_20260828T042127Z.json,ORIENTAL ENTERPRISE,441609000.0,Bulk Carrier,7.0,88125.0,48042.0,2004.0,7.6,KR,D7CK,AUGLT,BORYEONG,2026-06-21T05:17:27Z,,,11.1,14.3,12.0,19.9,73.7,1022.7,24135.3,88125.0,2004.0,7.6,,,BORYEONG,AUGLT,11.1,PANAMAX,PANAMAX,True,True,True,0.8,True,True
IMO_9747390,9747390,538006474,DSI PEGASUS,BULK_CARRIER,,UNKNOWN,,,,12.8,171.0,29.0,MH,-23.79018,151.18005,0.0,,,127.0,5,,LIANYUNGANG,CNLYG,2026-08-04T01:36:37Z,,,,130.41666666666666,2,2026-08-28 04:16:15+00:00,2026-08-28 04:21:18+00:00,0.0,0.0,0.0,127.89166666666664,True,False,True,False,True,True,True,3,0.375,True,MYSHIPTRACKING_AIS_TRIAL,vessel_9747390_20260828T042133Z.json,DSI PEGASUS,538006474.0,Cargo,7.0,,,,12.8,MH,V7CG4,AU GLT,LIANYUNGANG,2026-08-04T01:36:37Z,,,,,10.0,21.4,62.5,1022.5,24135.3,,,12.8,,,LIANYUNGANG,AU GLT,,VLOC_OR_VERY_LARGE,VLOC_OR_VERY_LARGE,True,False,False,0.4,True,False
