date,target_5tc,bdry_close,bdry_return_1d,bdry_return_5d,bdry_return_20d,bdry_ma_5,bdry_ma_20,bdry_volatility_20d
2019-04-15,5737.0,10.130999565124512,0.0482151686612257,0.0493008643519494,-0.014494180128117,9.71919994354248,9.83600001335144,0.032744201020161
2019-05-27,12243.0,12.204999923706056,-0.0024519602626077,0.0149688408221155,0.0700508308571747,12.056999969482424,11.981450033187866,0.0307330356734113
2019-06-10,15007.0,12.085000038146973,-0.0170801168640799,-0.0289272531542903,-0.0134693846410635,12.35900001525879,12.189799976348876,0.014256681468562
2019-07-22,32765.0,17.988000869750977,0.0240819995919261,0.0503942113723197,0.4174942052446979,17.2596004486084,15.281800079345704,0.0221701292365312
2019-08-19,29624.0,17.75,-0.0239207851920517,0.0397751091605476,-0.0132310906294875,18.114999771118164,16.70004997253418,0.0355717641008177
2019-08-27,30437.0,20.440000534057617,0.0455243647943428,0.1295938828233314,0.2625077121560073,19.581199645996094,17.525599861145018,0.0326653018474573
2019-09-02,34583.0,21.13500022888184,0.0357755215717336,0.0821258553210007,0.356982374812564,20.388000106811525,18.24159984588623,0.0315067217235099
2019-10-07,23675.0,20.63999938964844,0.0115167211514346,0.0471841881468388,0.022288204244063,20.08199996948242,20.15094985961914,0.0302282993353826
2019-12-09,23704.0,17.899999618530273,-0.0167536559436409,-0.0606140471344827,0.1018774203630619,18.056999969482423,17.436099815368653,0.0221480128181525
2020-01-13,9438.0,12.994999885559082,-0.0613940314247563,0.0901845471799163,-0.2283254294649117,13.140000152587891,14.62750015258789,0.0512316459354818
2020-01-20,8352.0,12.104999542236328,-0.0415677408905414,-0.1256771896881943,-0.2282435946194164,12.948999977111816,13.941250085830688,0.0540404987530881
2020-02-17,2445.0,9.225000381469728,0.0092997850059239,0.0,-0.2695961759396957,9.173000144958497,9.97975001335144,0.03268348240849
2020-02-24,2787.0,8.369999885559082,-0.0710322227596856,-0.0926829767539181,-0.2483161460698427,8.956000137329102,9.38440008163452,0.032616048740763
2020-03-09,2542.0,7.5,-0.0909090909090909,-0.051833104338965,-0.186991903537992,8.1060001373291,8.598750114440918,0.0336891665916039
2020-03-16,2797.0,6.099999904632568,-0.1081871683402442,-0.1866666793823241,-0.3387534252154993,7.031999969482422,8.0635000705719,0.0401887499363592
2020-03-23,4067.0,5.739999771118164,-0.013745772883779,-0.0590164162528932,-0.3142174612186682,5.713999938964844,7.253000020980835,0.047247024258229
2020-03-30,3675.0,5.804999828338623,0.0749999492256738,0.0113240522321129,-0.266118844460177,5.398999977111816,6.562750005722046,0.0570374437419656
2020-04-06,5949.0,6.099999904632568,-0.0224358768623013,0.0508182747661465,-0.1866666793823241,6.279999923706055,6.1062499523162845,0.0589106504054156
2020-04-20,9875.0,6.809999942779541,-0.0606896630648908,-0.0696721607816689,0.1701030484395258,7.153999996185303,6.386749958992004,0.0498872734876185
2020-09-21,15761.0,7.625,0.0072654989552731,-0.0286624085816596,-0.0598026728987501,7.597000026702881,7.947750091552734,0.0346169644171492
2020-10-19,19952.0,7.110000133514404,0.0157143047877721,-0.1056603391074015,-0.0675409660964715,7.388000011444092,8.015499925613403,0.0300719093875094
2020-11-30,12712.0,6.420000076293945,-0.0302114520728946,-0.0287443348536575,-0.0516986566644965,6.588000011444092,6.522500014305114,0.0296563630890585
2021-01-11,16633.0,11.800000190734863,0.1411992279111875,0.3931522808409764,0.6751845459273578,9.710000038146973,8.04385004043579,0.0503740742843536
2021-01-18,23989.0,11.039999961853027,0.0544412302088674,0.0676982397422829,0.5571226691473856,10.772000122070311,8.703350043296814,0.0605429823603587
2021-02-01,15675.0,10.1899995803833,-0.014506824950776,-0.0476635736423309,0.3233766016619943,9.982600021362304,10.176650047302246,0.0676201560761902
2021-02-15,10304.0,12.43000030517578,0.0761904848405832,0.2138672444343696,0.1872015270447729,10.92400016784668,10.442150020599366,0.0533645460637044
2021-02-22,14224.0,13.739999771118164,-0.0524138088884025,0.1053901394834968,0.2490908882834694,14.847999954223631,11.410150003433229,0.0931925928247614
2021-03-08,14794.0,16.5,0.0153846153846153,0.267281061435082,0.6113281610159911,15.636000061035157,13.629500102996824,0.0897785517355941
2021-03-22,19437.0,19.059999465942383,-0.02606030847393,0.0618383652269638,0.387190668373008,19.29199981689453,16.129000091552733,0.0505948487956693
2021-05-17,34542.0,21.93000030517578,-0.0444444629130822,-0.2051467856509312,0.0965000152587891,23.8060001373291,23.71849994659424,0.0558781490077663
2021-06-07,20933.0,22.65999984741211,-0.0357446873441655,-0.0147826153299083,-0.1250965181018802,23.059999847412108,24.15050001144409,0.0483905868152009
2021-06-14,27752.0,27.0,-0.029475187053175,0.1915269277057625,0.1764705491252376,25.993999862670897,24.41449995040893,0.048471857230649
2021-07-05,29106.0,26.8700008392334,-0.0164714077824851,-0.1031374612705081,0.1434042910312085,28.25800018310547,27.423999786376957,0.045589248232904
2021-07-19,28572.0,25.32999992370605,0.0334557195906493,-0.000394642021374,-0.0642777905701584,24.386000061035155,26.70799999237061,0.0402513540327711
2021-07-26,32469.0,25.6299991607666,-0.0538944622959632,0.0118436335556313,-0.1445260365828969,26.17599983215332,26.23750009536743,0.0396255209847223
2021-08-02,35713.0,26.549999237060547,0.0290697683014911,0.0358954391891765,-0.0119092516627543,25.823999404907227,25.62899990081787,0.0403305693865846
2021-09-06,46647.0,27.36000061035156,-0.0318471200014524,-0.0879999796549478,0.0285714367662668,28.32400016784668,28.83600006103516,0.0253044819341017
2021-09-27,61309.0,34.349998474121094,0.0575738595517236,0.1885812777691651,0.1449999491373697,32.065999603271486,29.85899991989136,0.0357897908797616
2021-10-11,83865.0,40.959999084472656,0.0440988927459393,0.0844585276157516,0.3285760358687954,40.35799942016602,34.77049970626831,0.0403055036384892
2021-11-08,27199.0,25.15999984741211,0.0915401596612217,-0.0469696889786241,-0.385742177495558,22.99599952697754,30.829500007629395,0.0696985816383168
2021-11-22,29938.0,24.88999938964844,0.0040338229297305,0.1485924920174335,-0.1868670730692099,22.40200004577637,24.20999994277954,0.077291786246985
2021-12-13,40035.0,27.82999992370605,-0.0110163280975912,-0.0597973119916489,0.229783515500727,28.407999801635743,25.917499923706053,0.0565470864767161
2022-01-10,19176.0,24.07999992370605,-0.1034996509111815,-0.1759068963187583,-0.1442785911159575,26.095999908447265,26.42450017929077,0.0559297330292365
2022-01-17,12407.0,23.190000534057617,0.0371198524619809,-0.1366344003313077,-0.0448929209951551,23.566000366210936,26.08650016784668,0.0463920258105572
2022-02-07,10302.0,21.780000686645508,0.0036866322992339,-0.0072926090937756,-0.1891288089453087,21.820000457763676,21.72950029373169,0.0530443868230501
2022-02-14,15397.0,22.780000686645508,-0.0788515524337322,0.0459136808298243,-0.0176800275105629,24.11400032043457,21.8665002822876,0.0540570945499051
2022-02-21,13888.0,23.56999969482422,0.0016999153001049,-0.0469065858829049,0.1720536538766504,22.94200019836426,22.335500240325928,0.0433086364283741
2022-02-28,14026.0,21.43000030517578,-0.052189308859883,-0.0907933566973429,-0.0263516545967578,23.092000579833982,22.950000381469728,0.0446970065770704
2022-03-14,22195.0,24.700000762939453,-0.0868761013087726,-0.0601217611272343,-0.0012130521573864,26.797999954223634,24.323500156402588,0.0529367535051357
2022-03-28,15648.0,23.770000457763672,-0.0254202110455117,-0.0772515432234739,0.109192726050626,24.80799980163574,25.38800001144409,0.046801614420562
2022-05-23,37538.0,24.600000381469727,-0.0322580524139702,0.0539845852889648,0.175908235743549,25.07999992370605,23.267000007629395,0.0278505212443677
2022-06-20,24776.0,20.15999984741211,0.023869949243604,0.0156171012586867,-0.1926311412980252,19.683999633789064,21.358999824523927,0.0294943013309835
2022-07-18,24209.0,15.279999732971191,-0.0444027547410854,0.0173102042132846,-0.2239715937771808,14.957999801635742,16.24950008392334,0.0516680048229529
2022-10-17,17965.0,8.829999923706055,-0.041259512797719,-0.0402173796989063,-0.0381264019427529,9.031999969482422,9.59350004196167,0.0551728839119011
2026-02-09,26468.0,10.949999809265137,0.0281690330028634,-0.0223214289515601,0.2372880607092879,10.742000007629397,10.38054986000061,0.0313932538455647
2026-02-16,28849.0,11.489999771118164,0.0168141218740054,0.0788732565892629,0.2120253508374829,11.271999931335449,10.85249991416931,0.0296572427717499
