observation_id,source_file,source_file_type,api_snapshot_timestamp,observation_timestamp,ais_received_timestamp,freshness_minutes,imo,mmsi,vessel_name,vtype_raw,vtype7_bulk_candidate,lat,lon,speed,course,nav_status,destination,zone_name,source,raw_record_index,exact_duplicate_observation,imo_observation_sequence
zone_australia_gladstone_hay_point_20260828T042118Z.json_47,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28T03:11:16Z,70.03333333333333,9795787,503000229,SL LULU,0,False,-23.83523,151.27764,6.7,291.0,0,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,47,True,2
zone_australia_gladstone_hay_point_20260828T042118Z.json_46,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28T03:02:58Z,78.33333333333333,9795799,503000231,SL MURJAN,0,False,-23.77822,151.19532,0.0,36.0,0,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,46,True,2
zone_australia_gladstone_hay_point_20260828T042118Z.json_45,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28T03:05:41Z,75.61666666666666,9693472,503020180,SL CURTIS ISLAND,3,False,-23.82482,151.24429,0.0,259.0,5,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,45,True,2
zone_australia_gladstone_hay_point_20260828T042118Z.json_44,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28T03:07:57Z,73.35,9743679,503024450,SL BOYNE ISLAND,3,False,-23.77748,151.19466,0.1,135.0,0,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,44,True,2
zone_australia_gladstone_hay_point_20260828T042118Z.json_43,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28T03:06:09Z,75.15,9693484,503022140,SL QUOIN ISLAND,3,False,-23.7796,151.19765,0.0,311.0,0,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,43,True,2
zone_australia_gladstone_hay_point_20260828T042118Z.json_42,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28T03:04:44Z,76.56666666666666,9743693,503000093,VB WIGGINS ISLAND,3,False,-23.77906,151.19636,0.0,35.0,0,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,42,True,2
zone_australia_gladstone_hay_point_20260828T042118Z.json_41,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28T03:18:43Z,62.583333333333336,9743681,503026120,VB HERON ISLAND,3,False,-23.8273,151.26124,9.4,307.2,0,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,41,True,2
zone_australia_gladstone_hay_point_20260828T042118Z.json_36,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28T03:07:55Z,73.38333333333334,963917700,503004550,BRUCE,0,False,-23.76932,151.18899,1.7,102.0,0,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,36,True,2
zone_australia_gladstone_hay_point_20260828T042118Z.json_35,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28T03:06:05Z,75.21666666666667,9883560,357138000,BUENA AMISTAD,8,False,-23.83258,151.26119,0.0,282.0,5,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,35,True,2
zone_australia_gladstone_hay_point_20260828T042118Z.json_34,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28T03:05:40Z,75.63333333333334,9212452,357800000,WINCANTON,8,False,-23.86608,151.61309,0.0,209.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,34,True,2
zone_australia_gladstone_hay_point_20260828T042118Z.json_33,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28T02:33:42Z,107.6,9383508,352721000,HPC GALAXY,7,True,-23.88196,151.59079,0.3,142.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,33,True,2
zone_australia_gladstone_hay_point_20260828T042118Z.json_32,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28T04:20:40Z,0.6333333333333333,9947768,636093091,BBC URANUS,7,True,-23.83292,151.26313,0.0,109.0,5,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,32,False,2
zone_australia_gladstone_hay_point_20260828T042118Z.json_31,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28T03:06:25Z,74.88333333333334,9689897,565285000,STRATEGIC HARMONY,7,True,-23.85092,151.47758,0.0,86.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,31,True,2
zone_australia_gladstone_hay_point_20260828T042118Z.json_29,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28T04:02:43Z,18.583333333333332,9581693,538005240,BOUGAINVILLE,8,False,-23.39355,151.03146,0.1,195.0,1,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,29,True,2
zone_australia_gladstone_hay_point_20260828T042118Z.json_119,zone_australia_gladstone_hay_point_20260828T042118Z.json,zone,2026-08-28 04:21:18+00:00,2026-08-28T04:21:18+00:00,2026-08-28T04:16:43Z,4.583333333333333,,5030267,,11,False,-23.84036,151.255,0.0,0.0,15,,AUSTRALIA_GLADSTONE_HAY_POINT,myshiptracking_zone,119,False,132
