record_type,report_date,source_file,vessel_name,build_year,dwt,vessel_class,delivery_raw,delivery_start,delivery_end,prompt_flag,trip_via,redelivery,cargo_intention,rate_usd_per_day,raw_text,parse_status,parse_reason,report_age_days,latest_report_observation,current_availability_evidence
TONNAGE,21.07.2026,report_00007.html,Tokyo Pioneer,2020,63686.0,Supramax,Singapore,,,True,via Indonesia,China,,18000.0,"'Tokyo Pioneer' 2020 63686 dwt dely Singapore prompt trip via Indonesia redel China $18,000 - cnr",PARSED,DELIVERY_DATE_NOT_PARSEABLE,38,False,False
TONNAGE,21.07.2026,report_00007.html,Ceylon Breeze,2016,63600.0,Supramax,Weihai 18/23 Jul,2026-07-18,2026-07-23,False,via NoPac,Singapore-Japan,,18000.0,"'Ceylon Breeze' 2016 63600 dwt dely Weihai 18/23 Jul trip via NoPac redel Singapore-Japan $18,000 - cnr",PARSED,OK,38,False,False
TONNAGE,21.07.2026,report_00007.html,Seabird,2016,63553.0,Supramax,Singapore 25 Jul,2026-07-25,2026-07-25,False,redel China,China,,18000.0,"'Seabird' 2016 63553 dwt dely Singapore 25 Jul trip redel China $18,000 - cnr",PARSED,OK,38,False,False
TONNAGE,21.07.2026,report_00007.html,Cl Diyin He,2011,63128.0,Supramax,Singapore 21 Jul,2026-07-21,2026-07-21,False,redel China,China,,18000.0,"'Cl Diyin He' 2011 63128 dwt dely Singapore 21 Jul trip redel China $18,000 - cnr",PARSED,OK,38,False,False
TONNAGE,21.07.2026,report_00007.html,Geodream,2011,61501.0,Supramax,Mumbai 25 Jul,2026-07-25,2026-07-25,False,via Salalah,Hazira with limestone,,21500.0,"'Geodream' 2011 61501 dwt dely Mumbai 25 Jul trip via Salalah redel Hazira with limestone $21,500 - Bulk Asia",PARSED,OK,38,False,False
TONNAGE,21.07.2026,report_00007.html,HG Brisbane,2010,57802.0,Supramax,Puerto Limon 24 Jul 2 laden legs,2026-07-24,2026-07-24,False,,Singapore-Japan,,24000.0,"'HG Brisbane' 2010 57802 dwt dely Puerto Limon 24 Jul 2 laden legs redel Singapore-Japan $24,000 - Aries Bulk",PARSED,OK,38,False,False
TONNAGE,21.07.2026,report_00007.html,Xin Hai Tong 35,2012,56530.0,Supramax,Kandla,,,True,via Duqm,China,,15000.0,"'Xin Hai Tong 35' 2012 56530 dwt dely Kandla prompt trip via Duqm redel China $15,000 - XO",PARSED,DELIVERY_DATE_NOT_PARSEABLE,38,False,False
TONNAGE,21.07.2026,report_00007.html,Patria Nawasena 1,2008,56047.0,Supramax,Vung Tau 27/29 Jul,2026-07-27,2026-07-29,False,via Indonesia,China,,14500.0,"'Patria Nawasena 1' 2008 56047 dwt dely Vung Tau 27/29 Jul trip via Indonesia redel China $14,500 - Fullinks",PARSED,OK,38,False,False
TONNAGE,21.07.2026,report_00007.html,True Harmony,2008,28449.0,Handysize,Moma,,,True,redel SE Asia,SE Asia,,14000.0,"'True Harmony' 2008 28449 dwt dely Moma prompt trip redel SE Asia $14,000 - cnr",PARSED,DELIVERY_DATE_NOT_PARSEABLE,38,False,False
TONNAGE,21.07.2026,report_00007.html,PERIOD 'W-Mary',2026,82600.0,Panamax,Changzhou 29 Jul/5 Aug 10/12 months,2026-07-29,2026-07-29,False,,worldwide,,20500.0,"PERIOD 'W-Mary' 2026 82600 dwt dely Changzhou 29 Jul/5 Aug 10/12 months redel worldwide $20,500 - cnr",PARSED,OK,38,False,False
TONNAGE,21.07.2026,report_00007.html,Shine Crystal,2025,82242.0,Panamax,Bahudopi 23/25 Jul 11/13 months,2026-07-23,2026-07-25,False,,worldwide,,20500.0,"'Shine Crystal' 2025 82242 dwt dely Bahudopi 23/25 Jul 11/13 months redel worldwide $20,500 - Norden - <recent>",PARSED,OK,38,False,False
TONNAGE,21.07.2026,report_00007.html,CS Jinan,2019,81579.0,Panamax,Zhoushan 31 Jul 12 months,2026-07-31,2026-07-31,False,,worldwide,,18750.0,"'CS Jinan' 2019 81579 dwt dely Zhoushan 31 Jul 12 months redel worldwide $18,750 - cnr",PARSED,OK,38,False,False
TONNAGE,21.07.2026,report_00007.html,Cl Yingna He,2021,63126.0,Supramax,Nansha,,,True,,worldwide,,22500.0,"'Cl Yingna He' 2021 63126 dwt dely Nansha prompt for 4 to 6 months redel worldwide $22,500 - Drydel",PARSED,DELIVERY_DATE_NOT_PARSEABLE,38,False,False
TONNAGE,29.07.2026,report_00009.html,Ocean Rhea,2011,92648.0,Panamax,Fangcheng 31 Jul/1 Aug,2026-07-31,2026-07-31,False,via Australia,South China,coal,14000.0,"'Ocean Rhea' 2011 92648 dwt dely Fangcheng 31 Jul/1 Aug trip via Australia redel South China intention coal $14,000 - cnr",PARSED,OK,30,False,False
TONNAGE,29.07.2026,report_00009.html,Yangze 26,2024,82429.0,Panamax,Longkou 29 Jul,2026-07-29,2026-07-29,False,via North China,Indonesia,,10000.0,"'Yangze 26' 2024 82429 dwt dely Longkou 29 Jul trip via North China redel Indonesia $10,000 - cnr",PARSED,OK,30,False,False
TONNAGE,29.07.2026,report_00009.html,CL Yingtan,2024,82311.0,Panamax,Nansha 2 Aug,2026-08-02,2026-08-02,False,via WC Australia,South China,,17600.0,"'CL Yingtan' 2024 82311 dwt dely Nansha 2 Aug trip via WC Australia redel South China $17,600 - Oldendorff",PARSED,OK,30,False,False
TONNAGE,29.07.2026,report_00009.html,Progress Trader,2022,82231.0,Panamax,Chiba 28 Jul,2026-07-28,2026-07-28,False,via Australia,South China,grains,18750.0,"'Progress Trader' 2022 82231 dwt dely Chiba 28 Jul trip via Australia redel South China intention grains $18,750 - cnr",PARSED,OK,30,False,False
TONNAGE,29.07.2026,report_00009.html,Rizokarpaso,2023,82100.0,Panamax,Rotterdam 6 Aug,2026-08-06,2026-08-06,False,via US East Coast redelivery India,,,34000.0,"'Rizokarpaso' 2023 82100 dwt dely Rotterdam 6 Aug trip via US East Coast redelivery India $34,000 - Oldendorff",PARSED,OK,30,False,False
TONNAGE,29.07.2026,report_00009.html,Santa Regina,2014,82063.0,Panamax,CJK 29 Jul,2026-07-29,2026-07-29,False,via EC Australia,India,,16500.0,"'Santa Regina' 2014 82063 dwt dely CJK 29 Jul trip via EC Australia redel India $16,500 - Tat a NYK",PARSED,OK,30,False,False
TONNAGE,29.07.2026,report_00009.html,Atlantic Saku ra,2020,81727.0,Panamax,Brunsbuttel 28 Jul,2026-07-28,2026-07-28,False,via Narvik,Continent,iron ore,22000.0,"'Atlantic Saku ra' 2020 81727 dwt dely Brunsbuttel 28 Jul trip via Narvik redel Continent intention iron ore $22,000 - Oldendorff",PARSED,OK,30,False,False
TONNAGE,29.07.2026,report_00009.html,Aeneas,2011,81586.0,Panamax,Machong 2/4 Aug,2026-08-02,2026-08-04,False,via EC Australia,South Korea,,14500.0,"'Aeneas' 2011 81586 dwt dely Machong 2/4 Aug trip via EC Australia redel South Korea $14,500 - Panocean",PARSED,OK,30,False,False
TONNAGE,29.07.2026,report_00009.html,Merchia,2015,63800.0,Supramax,Chittagong 1/5 Aug,2026-08-01,2026-08-05,False,via EC India,WC India,,20000.0,"'Merchia' 2015 63800 dwt dely Chittagong 1/5 Aug trip via EC India redel WC India $20,000 - CET",PARSED,OK,30,False,False
TONNAGE,29.07.2026,report_00009.html,Josco Shunzhou,2025,63565.0,Supramax,Kandla 1/5 Aug,2026-08-01,2026-08-05,False,redel Bangladesh intention aggregates,Bangladesh,aggregates,20000.0,"'Josco Shunzhou' 2025 63565 dwt dely Kandla 1/5 Aug trip redel Bangladesh intention aggregates $20,000 - Teambulk",PARSED,OK,30,False,False
TONNAGE,29.07.2026,report_00009.html,Alasia,2014,61311.0,Supramax,"Mongla 31 Jul/3 Aug 2 laden legs coastal trade $19,500 - Propel",2026-07-31,2026-07-31,False,,,,19500.0,"'Alasia' 2014 61311 dwt dely Mongla 31 Jul/3 Aug 2 laden legs coastal trade $19,500 - Propel",PARSED,OK,30,False,False
TONNAGE,29.07.2026,report_00009.html,Aquastar,2016,61225.0,Supramax,Chittagong 2 Aug,2026-08-02,2026-08-02,False,via EC India,WC India,,20000.0,"'Aquastar' 2016 61225 dwt dely Chittagong 2 Aug trip via EC India redel WC India $20,000 - cnr",PARSED,OK,30,False,False
TONNAGE,29.07.2026,report_00009.html,Nestor I,2011,32312.0,Handysize,Rouen,,,True,redel Atlantic Colombia intention grains,Atlantic Colombia,grains,9500.0,"'Nestor I' 2011 32312 dwt dely Rouen prompt trip redel Atlantic Colombia intention grains $9,500 - Centurion",PARSED,DELIVERY_DATE_NOT_PARSEABLE,30,False,False
TONNAGE,04.08.2026,report_00010.html,Epictetus,2013,83987.0,Panamax,Boryeong 7/11 Aug,2026-08-07,2026-08-11,False,via NoPac,Singapore-Japan,,16500.0,"'Epictetus' 2013 83987 dwt dely Boryeong 7/11 Aug trip via NoPac redel Singapore-Japan $16,500 - cnr",PARSED,OK,24,False,False
TONNAGE,04.08.2026,report_00010.html,CL Jiujiang,2025,82327.0,Panamax,Tilbury 9 Aug,2026-08-09,2026-08-09,False,via NC South America,Liverpool,,24000.0,"'CL Jiujiang' 2025 82327 dwt dely Tilbury 9 Aug trip via NC South America redel Liverpool $24,000 - Cargill",PARSED,OK,24,False,False
TONNAGE,04.08.2026,report_00010.html,Lacerta,2012,82265.0,Panamax,Aughinish 12/14 Aug,2026-08-12,2026-08-14,False,via US East Coast redelivery India intention coal,,coal,35000.0,"'Lacerta' 2012 82265 dwt dely Aughinish 12/14 Aug trip via US East Coast redelivery India intention coal $35,000 - cnr",PARSED,OK,24,False,False
TONNAGE,04.08.2026,report_00010.html,Yangze 21,2012,82122.0,Panamax,Dalian 5/6 Aug,2026-08-05,2026-08-06,False,via North China,Japan,iron ore,19750.0,"'Yangze 21' 2012 82122 dwt dely Dalian 5/6 Aug trip via North China redel Japan intention iron ore $19,750 - MOL",PARSED,OK,24,False,False
TONNAGE,04.08.2026,report_00010.html,Ikan Belanak,2020,81609.0,Panamax,Bahodopi 9 Aug,2026-08-09,2026-08-09,False,via EC Australia,India,coal,21000.0,"'Ikan Belanak' 2020 81609 dwt dely Bahodopi 9 Aug trip via EC Australia redel India intention coal $21,000 - Oldendorff",PARSED,OK,24,False,False
TONNAGE,04.08.2026,report_00010.html,Omicron Eagle,2009,81426.0,Panamax,Dangjin 5/8 Aug,2026-08-05,2026-08-08,False,via NoPac,SE Asia,grains,16750.0,"'Omicron Eagle' 2009 81426 dwt dely Dangjin 5/8 Aug trip via NoPac redel SE Asia intention grains $16,750 - Cargill",PARSED,OK,24,False,False
TONNAGE,04.08.2026,report_00010.html,Lyric Poet,2012,81276.0,Panamax,Yeosu 5/10 Aug,2026-08-05,2026-08-10,False,via NoPac,Singapore-Japan,grains,16250.0,"'Lyric Poet' 2012 81276 dwt dely Yeosu 5/10 Aug trip via NoPac redel Singapore-Japan intention grains $16,250 - Element",PARSED,OK,24,False,False
TONNAGE,04.08.2026,report_00010.html,African Teal,2015,40652.0,Handysize,Brunswick spot,,,False,redel Rotterdam intention woodpellets,Rotterdam,woodpellets,18000.0,"'African Teal' 2015 40652 dwt dely Brunswick spot trip redel Rotterdam intention woodpellets $18,000 - Canfornav",PARSED,DELIVERY_DATE_NOT_PARSEABLE,24,False,False
TONNAGE,04.08.2026,report_00010.html,Lucky Finder,2009,37268.0,Handysize,Poland,,,True,redel East Mediterranean intention scrap,East Mediterranean,scrap,17000.0,"'Lucky Finder' 2009 37268 dwt dely Poland prompt trip redel East Mediterranean intention scrap $17,000 - Weco",PARSED,DELIVERY_DATE_NOT_PARSEABLE,24,False,False
TONNAGE,04.08.2026,report_00010.html,Suzanna D,2012,37205.0,Handysize,Savannah,,,True,redel Uk-Continent intention woodpellets,Uk-Continent,woodpellets,17000.0,"'Suzanna D' 2012 37205 dwt dely Savannah prompt trip redel Uk-Continent intention woodpellets $17,000 - J.Lauritzen",PARSED,DELIVERY_DATE_NOT_PARSEABLE,24,False,False
TONNAGE,04.08.2026,report_00010.html,Asterius,2018,33358.0,Handysize,USEC,,,True,redel Turkey intention scrap,Turkey,scrap,17000.0,"'Asterius' 2018 33358 dwt dely USEC prompt trip redel Turkey intention scrap $17,000 - Sims",PARSED,DELIVERY_DATE_NOT_PARSEABLE,24,False,False
TONNAGE,04.08.2026,report_00010.html,Cleantec,2009,33344.0,Handysize,Rio Grande,,,True,redel EC South America,EC South America,,13000.0,"'Cleantec' 2009 33344 dwt dely Rio Grande prompt trip redel EC South America $13,000 - Seacape",PARSED,DELIVERY_DATE_NOT_PARSEABLE,24,False,False
TONNAGE,04.08.2026,report_00010.html,Devbulk Alara,2011,31018.0,Handysize,Barranquilla,,,True,redel Owendo intention metcoke,Owendo,metcoke,16500.0,"'Devbulk Alara' 2011 31018 dwt dely Barranquilla prompt trip redel Owendo intention metcoke $16,500 - Danbulk",PARSED,DELIVERY_DATE_NOT_PARSEABLE,24,False,False
TONNAGE,04.08.2026,report_00010.html,PERIOD 'Xing Chang Hai',2018,81824.0,Panamax,Rizhao 12 Aug 11/13 months,2026-08-12,2026-08-12,False,,worldwide,,20500.0,"PERIOD 'Xing Chang Hai' 2018 81824 dwt dely Rizhao 12 Aug 11/13 months redel worldwide $20,500 - ETG",PARSED,OK,24,False,False
TONNAGE,19.08.2026,report_00012.html,Aristidis,2013,82177.0,Panamax,CJK 21/22 Aug,2026-08-21,2026-08-22,False,via EC Australia,India,coal,19000.0,"'Aristidis' 2013 82177 dwt dely CJK 21/22 Aug trip via EC Australia redel India intention coal $19,000 - cnr",PARSED,OK,9,True,False
TONNAGE,19.08.2026,report_00012.html,Medi Domus Daini,2020,81791.0,Panamax,Dongjiakou 20/21 Aug,2026-08-20,2026-08-21,False,via Indonesia,South China,coal,20000.0,"'Medi Domus Daini' 2020 81791 dwt dely Dongjiakou 20/21 Aug trip via Indonesia redel South China intention coal $20,000 - Pan Ocean - <scrubber for Charterers'>",PARSED,OK,9,True,False
TONNAGE,19.08.2026,report_00012.html,Graecia Nautica,2014,81001.0,Panamax,Panjin 20 Aug,2026-08-20,2026-08-20,False,via EC Australia,Singapore-Japan,coal,16500.0,"'Graecia Nautica' 2014 81001 dwt dely Panjin 20 Aug trip via EC Australia redel Singapore-Japan intention coal $16,500 - cnr",PARSED,OK,9,True,False
TONNAGE,19.08.2026,report_00012.html,Swift Yangzhou,2015,79489.0,Panamax,Samcheonpo 18 Aug,2026-08-18,2026-08-18,False,via EC Australia,South Korea,,15500.0,"'Swift Yangzhou' 2015 79489 dwt dely Samcheonpo 18 Aug trip via EC Australia redel South Korea $15,500 - Five Ocean - <recent>",PARSED,OK,9,True,False
TONNAGE,19.08.2026,report_00012.html,Agri Bright,2013,76432.0,Panamax,Kohsichang 18 Aug,2026-08-18,2026-08-18,False,via Indonesia,South China,,16000.0,"'Agri Bright' 2013 76432 dwt dely Kohsichang 18 Aug trip via Indonesia redel South China $16,000 - GML",PARSED,OK,9,True,False
TONNAGE,19.08.2026,report_00012.html,Shen Hua 803,2013,75403.0,Panamax,Hong Kong 19/20 Aug,2026-08-19,2026-08-20,False,via Indonesia,Singapore-Japan,,14100.0,"'Shen Hua 803' 2013 75403 dwt dely Hong Kong 19/20 Aug trip via Indonesia redel Singapore-Japan $14,100 - Multimax",PARSED,OK,9,True,False
TONNAGE,19.08.2026,report_00012.html,Johnny Cash,2007,75149.0,Panamax,Qinhuangdao 18 Aug,2026-08-18,2026-08-18,False,redel India intention fertiliser,India,fertiliser,15500.0,"'Johnny Cash' 2007 75149 dwt dely Qinhuangdao 18 Aug trip redel India intention fertiliser $15,500 - cnr",PARSED,OK,9,True,False
TONNAGE,19.08.2026,report_00012.html,Van Hui,2023,63876.0,Supramax,Tema 15/17 Aug,2026-08-15,2026-08-17,False,via Owendo,India,manganese ore,27000.0,"'Van Hui' 2023 63876 dwt dely Tema 15/17 Aug trip via Owendo redel India intention manganese ore $27,000 - Opulence - <recent>",PARSED,OK,9,True,False
TONNAGE,19.08.2026,report_00012.html,African Pheasant,2019,63507.0,Supramax,Sarangani 21/22 Aug,2026-08-21,2026-08-22,False,redel Bangladesh,Bangladesh,,25500.0,"'African Pheasant' 2019 63507 dwt dely Sarangani 21/22 Aug trip redel Bangladesh $25,500 - Dava",PARSED,OK,9,True,False
TONNAGE,19.08.2026,report_00012.html,Indigo Breeze,2017,60430.0,Supramax,Koh Sichang,,,True,redel Chittagong intention clinker,Chittagong,clinker,25000.0,"'Indigo Breeze' 2017 60430 dwt dely Koh Sichang prompt trip redel Chittagong intention clinker $25,000 - cnr",PARSED,DELIVERY_DATE_NOT_PARSEABLE,9,True,False
TONNAGE,19.08.2026,report_00012.html,Nami One,2011,57353.0,Supramax,Bataan,,,True,via Chittagong redely Penang intention clinker,,clinker,16000.0,"'Nami One' 2011 57353 dwt dely Bataan prompt trip via Chittagong redely Penang intention clinker $16,000 - cnr",PARSED,DELIVERY_DATE_NOT_PARSEABLE,9,True,False
TONNAGE,19.08.2026,report_00012.html,APJ Shirin,2012,56594.0,Supramax,Krishnapatnam 24/28 Aug,2026-08-24,2026-08-28,False,via Indonesia,India,,14000.0,"'APJ Shirin' 2012 56594 dwt dely Krishnapatnam 24/28 Aug trip via Indonesia redel India $14,000 - Avenir",PARSED,OK,9,True,False
TONNAGE,19.08.2026,report_00012.html,Royal Image,2008,55975.0,Supramax,passing Singapore,,,True,via Indonesia,Bangladesh,,20000.0,"'Royal Image' 2008 55975 dwt dely passing Singapore prompt trip via Indonesia redel Bangladesh $20,000 - Oldendorff",PARSED,DELIVERY_DATE_NOT_PARSEABLE,9,True,False
TONNAGE,19.08.2026,report_00012.html,Dejima Confidence,2025,40426.0,Handysize,Weda 20/24 Aug,2026-08-20,2026-08-24,False,via Australia,Japan,,20500.0,"'Dejima Confidence' 2025 40426 dwt dely Weda 20/24 Aug trip via Australia redel Japan $20,500 - cnr",PARSED,OK,9,True,False
TONNAGE,19.08.2026,report_00012.html,C Tiger,2011,35693.0,Handysize,Iskenderun,,,True,redel NCSA - US Gulf,NCSA - US Gulf,,9850.0,"'C Tiger' 2011 35693 dwt dely Iskenderun prompt trip redel NCSA - US Gulf $9,850 - cnr",PARSED,DELIVERY_DATE_NOT_PARSEABLE,9,True,False
TONNAGE,19.08.2026,report_00012.html,Mallika Naree,2008,30195.0,Handysize,Recalada,,,True,redel West Africa,West Africa,,16750.0,"'Mallika Naree' 2008 30195 dwt dely Recalada prompt trip redel West Africa $16,750 - cnr",PARSED,DELIVERY_DATE_NOT_PARSEABLE,9,True,False
TONNAGE,19.08.2026,report_00012.html,PERIOD 'Lime Alina',2022,84990.0,Panamax,Tianjin 25 Aug 11/13 months,2026-08-25,2026-08-25,False,,worldwide 112% of P5TC - Sky Fusion,,,PERIOD 'Lime Alina' 2022 84990 dwt dely Tianjin 25 Aug 11/13 months redel worldwide 112% of P5TC - Sky Fusion,PARSED,OK,9,True,False
TONNAGE,19.08.2026,report_00012.html,Asia Confidence,2017,81129.0,Panamax,Bahodopi 19/20 Aug 8/10 months,2026-08-19,2026-08-20,False,,worldwide,,19000.0,"'Asia Confidence' 2017 81129 dwt dely Bahodopi 19/20 Aug 8/10 months redel worldwide $19,000 - Swissmarine",PARSED,OK,9,True,False
TONNAGE,19.08.2026,report_00012.html,Xin Yuan Chun,2000,74228.0,Panamax,Hong Kong 20/24 Aug 2 to 3 laden legs,2026-08-20,2026-08-24,False,,Singapore-Japan,,16150.0,"'Xin Yuan Chun' 2000 74228 dwt dely Hong Kong 20/24 Aug 2 to 3 laden legs redel Singapore-Japan $16,150 - Fullinks",PARSED,OK,9,True,False
TONNAGE,19.08.2026,report_00012.html,Yuan Hai Qing Han,2025,63776.0,Supramax,Qinzhou 27/28 Aug for 8 to 10 months,2026-08-27,2026-08-28,False,,worldwide,,20750.0,"'Yuan Hai Qing Han' 2025 63776 dwt dely Qinzhou 27/28 Aug for 8 to 10 months redel worldwide $20,750 - Chinaland",PARSED,OK,9,True,False
