route_id,origin,destination,vessel_class,cargo_type,assessment_date,observed_route_freight_rate,freight_rate_unit,scenario,current_5tc,scenario_5tc,market_multiplier,scenario_route_freight_rate,distance_nm,distance_source,distance_quality,speed_knots,sea_days,port_days,total_voyage_days,average_dwt,cargo_quantity_mt,bunker_mt_per_day,fuel_consumption_mt,bunker_price_usd_per_mt,bunker_reference_date,bunker_cost_usd,daily_opex_usd,opex_cost_usd,other_voyage_cost_usd,total_voyage_cost_usd,freight_revenue_usd,estimated_profit_usd,economics_status,distance_status,physical_assumptions,market_scaling_assumption,production_ready,mvp_core,contract_id,contract_volume_mt,contract_freight_usd_per_mt,kill_penalty_usd,kill_alternative_value_usd,sail_contract_revenue_usd,sail_voyage_cost_usd,sail_net_value_usd,kill_net_value_usd,incremental_sail_value_usd,decision
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,2008-10-07,47.0,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,36.09587900705407,4926.710066752748,SEAROUTE,SEAROUTE_CALCULATED,12.0,17.10663217622482,2.0,19.10663217622482,77500.0,73625.0,30.0,513.1989652867446,560.35,2026-08-14,287571.04019842733,12000.0,229279.58611469783,25000.0,541850.6263131252,2657559.091894356,2115708.4655812304,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,No,CONTRACT_000,69943.75,47.0,100000.0,0.0,2524681.1372996382,541850.6263131252,1982830.510986513,-100000.0,2082830.510986513,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,2008-10-07,47.0,$/mt,base,41155.0,41155.0,1.0,47.0,4926.710066752748,SEAROUTE,SEAROUTE_CALCULATED,12.0,17.10663217622482,2.0,19.10663217622482,77500.0,73625.0,30.0,513.1989652867446,560.35,2026-08-14,287571.04019842733,12000.0,229279.58611469783,25000.0,541850.6263131252,3460375.0,2918524.3736868748,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,No,CONTRACT_000,69943.75,47.0,100000.0,0.0,3287356.25,541850.6263131252,2745505.6236868748,-100000.0,2845505.6236868748,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,2008-10-07,47.0,$/mt,bull,41155.0,58847.10804934665,1.429889637938201,67.20481298309544,4926.710066752748,SEAROUTE,SEAROUTE_CALCULATED,12.0,17.10663217622482,2.0,19.10663217622482,77500.0,73625.0,30.0,513.1989652867446,560.35,2026-08-14,287571.04019842733,12000.0,229279.58611469783,25000.0,541850.6263131252,4947954.355880401,4406103.729567276,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,No,CONTRACT_000,69943.75,47.0,100000.0,0.0,4700556.638086381,541850.6263131252,4158706.011773256,-100000.0,4258706.011773257,SAIL
1,"Richards Bay, South Africa","Navlakhi, India",Supramax,coal,2020-12-15,19.35,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,14.86075018694673,3938.9061722773454,SEAROUTE,SEAROUTE_CALCULATED,12.0,13.676757542629671,2.0,15.676757542629671,57500.0,54625.0,30.0,410.3027262788901,560.35,2026-08-14,229913.1326703761,12000.0,188121.09051155605,25000.0,443034.2231819321,811768.4789619651,368734.25578003295,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,No,CONTRACT_001,51893.75,19.35,100000.0,0.0,771180.0550138669,443034.2231819321,328145.83183193475,-100000.0,428145.83183193475,SAIL
1,"Richards Bay, South Africa","Navlakhi, India",Supramax,coal,2020-12-15,19.35,$/mt,base,41155.0,41155.0,1.0,19.35,3938.9061722773454,SEAROUTE,SEAROUTE_CALCULATED,12.0,13.676757542629671,2.0,15.676757542629671,57500.0,54625.0,30.0,410.3027262788901,560.35,2026-08-14,229913.1326703761,12000.0,188121.09051155605,25000.0,443034.2231819321,1056993.75,613959.5268180679,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,No,CONTRACT_001,51893.75,19.35,100000.0,0.0,1004144.0625000001,443034.2231819321,561109.839318068,-100000.0,661109.839318068,SAIL
1,"Richards Bay, South Africa","Navlakhi, India",Supramax,coal,2020-12-15,19.35,$/mt,bull,41155.0,58847.10804934665,1.429889637938201,27.668364494104186,3938.9061722773454,SEAROUTE,SEAROUTE_CALCULATED,12.0,13.676757542629671,2.0,15.676757542629671,57500.0,54625.0,30.0,410.3027262788901,560.35,2026-08-14,229913.1326703761,12000.0,188121.09051155605,25000.0,443034.2231819321,1511384.4104904411,1068350.187308509,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,No,CONTRACT_001,51893.75,19.35,100000.0,0.0,1435815.1899659191,443034.2231819321,992780.966783987,-100000.0,1092780.966783987,SAIL
2,"Hay Point, Australia","Paradip, India",Panamax,coking coal,2020-12-15,13.8,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,10.59836447441162,4899.001585207413,SEAROUTE,SEAROUTE_CALCULATED,12.0,17.010422170859073,2.0,19.010422170859076,77500.0,73625.0,30.0,510.3126651257722,560.35,2026-08-14,285953.70190322644,12000.0,228125.06605030887,25000.0,539078.7679535353,780304.5844285556,241225.81647502023,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,Yes,CONTRACT_002,69943.75,13.8,100000.0,0.0,741289.3552071278,539078.7679535353,202210.58725359244,-100000.0,302210.58725359244,SAIL
2,"Hay Point, Australia","Paradip, India",Panamax,coking coal,2020-12-15,13.8,$/mt,base,41155.0,41155.0,1.0,13.8,4899.001585207413,SEAROUTE,SEAROUTE_CALCULATED,12.0,17.010422170859073,2.0,19.010422170859076,77500.0,73625.0,30.0,510.3126651257722,560.35,2026-08-14,285953.70190322644,12000.0,228125.06605030887,25000.0,539078.7679535353,1016025.0,476946.2320464647,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,Yes,CONTRACT_002,69943.75,13.8,100000.0,0.0,965223.75,539078.7679535353,426144.9820464647,-100000.0,526144.9820464647,SAIL
2,"Hay Point, Australia","Paradip, India",Panamax,coking coal,2020-12-15,13.8,$/mt,bull,41155.0,58847.10804934665,1.429889637938201,19.73247700354717,4899.001585207413,SEAROUTE,SEAROUTE_CALCULATED,12.0,17.010422170859073,2.0,19.010422170859076,77500.0,73625.0,30.0,510.3126651257722,560.35,2026-08-14,285953.70190322644,12000.0,228125.06605030887,25000.0,539078.7679535353,1452803.6193861605,913724.8514326252,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,Yes,CONTRACT_002,69943.75,13.8,100000.0,0.0,1380163.4384168524,539078.7679535353,841084.6704633171,-100000.0,941084.6704633171,SAIL
3,"East Kalimantan, Indonesia","Navlakhi, India",Supramax,coal,2021-08-06,18.45,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,14.169552503832929,4102.581709223877,SEAROUTE,SEAROUTE_CALCULATED,12.0,14.245075379249572,2.0,16.24507537924957,57500.0,54625.0,30.0,427.3522613774872,560.35,2026-08-14,239466.83966287493,12000.0,194940.90455099483,25000.0,459407.7442138698,774011.8055218736,314604.06130800385,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,No,CONTRACT_003,51893.75,18.45,100000.0,0.0,735311.2152457801,459407.7442138698,275903.4710319103,-100000.0,375903.4710319103,SAIL
3,"East Kalimantan, Indonesia","Navlakhi, India",Supramax,coal,2021-08-06,18.45,$/mt,base,41155.0,41155.0,1.0,18.45,4102.581709223877,SEAROUTE,SEAROUTE_CALCULATED,12.0,14.245075379249572,2.0,16.24507537924957,57500.0,54625.0,30.0,427.3522613774872,560.35,2026-08-14,239466.83966287493,12000.0,194940.90455099483,25000.0,459407.7442138698,1007831.25,548423.5057861302,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,No,CONTRACT_003,51893.75,18.45,100000.0,0.0,957439.6875,459407.7442138698,498031.9432861302,-100000.0,598031.9432861302,SAIL
3,"East Kalimantan, Indonesia","Navlakhi, India",Supramax,coal,2021-08-06,18.45,$/mt,bull,41155.0,58847.10804934665,1.429889637938201,26.3814638199598,4102.581709223877,SEAROUTE,SEAROUTE_CALCULATED,12.0,14.245075379249572,2.0,16.24507537924957,57500.0,54625.0,30.0,427.3522613774872,560.35,2026-08-14,239466.83966287493,12000.0,194940.90455099483,25000.0,459407.7442138698,1441087.461165304,981679.7169514344,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,No,CONTRACT_003,51893.75,18.45,100000.0,0.0,1369033.088107039,459407.7442138698,909625.3438931692,-100000.0,1009625.3438931692,SAIL
4,"Hay Point, Australia","Visakhapatnam, India",Panamax,metallurgical coal,2021-08-06,23.3,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,17.894340018390636,4926.710066752748,SEAROUTE,SEAROUTE_CALCULATED,12.0,17.10663217622482,2.0,19.10663217622482,77500.0,73625.0,30.0,513.1989652867446,560.35,2026-08-14,287571.04019842733,12000.0,229279.58611469783,25000.0,541850.6263131252,1317470.7838540105,775620.1575408853,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,No,CONTRACT_004,69943.75,23.3,100000.0,0.0,1251597.24466131,541850.6263131252,709746.6183481847,-100000.0,809746.6183481847,SAIL
4,"Hay Point, Australia","Visakhapatnam, India",Panamax,metallurgical coal,2021-08-06,23.3,$/mt,base,41155.0,41155.0,1.0,23.3,4926.710066752748,SEAROUTE,SEAROUTE_CALCULATED,12.0,17.10663217622482,2.0,19.10663217622482,77500.0,73625.0,30.0,513.1989652867446,560.35,2026-08-14,287571.04019842733,12000.0,229279.58611469783,25000.0,541850.6263131252,1715462.5,1173611.8736868748,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,No,CONTRACT_004,69943.75,23.3,100000.0,0.0,1629689.375,541850.6263131252,1087838.7486868748,-100000.0,1187838.7486868748,SAIL
4,"Hay Point, Australia","Visakhapatnam, India",Panamax,metallurgical coal,2021-08-06,23.3,$/mt,bull,41155.0,58847.10804934665,1.429889637938201,33.31642856396007,4926.710066752748,SEAROUTE,SEAROUTE_CALCULATED,12.0,17.10663217622482,2.0,19.10663217622482,77500.0,73625.0,30.0,513.1989652867446,560.35,2026-08-14,287571.04019842733,12000.0,229279.58611469783,25000.0,541850.6263131252,2452922.0530215604,1911071.4267084352,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,No,CONTRACT_004,69943.75,23.3,100000.0,0.0,2330275.950370482,541850.6263131252,1788425.324057357,-100000.0,1888425.324057357,SAIL
5,"Hay Point, Australia","Paradip, India",Panamax,metallurgical coal,2021-08-12,21.1,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,16.20474568189023,4899.001585207413,SEAROUTE,SEAROUTE_CALCULATED,12.0,17.010422170859073,2.0,19.010422170859076,77500.0,73625.0,30.0,510.3126651257722,560.35,2026-08-14,285953.70190322644,12000.0,228125.06605030887,25000.0,539078.7679535353,1193074.4008291685,653995.632875633,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,Yes,CONTRACT_005,69943.75,21.1,100000.0,0.0,1133420.6807877098,539078.7679535353,594341.9128341745,-100000.0,694341.9128341745,SAIL
5,"Hay Point, Australia","Paradip, India",Panamax,metallurgical coal,2021-08-12,21.1,$/mt,base,41155.0,41155.0,1.0,21.1,4899.001585207413,SEAROUTE,SEAROUTE_CALCULATED,12.0,17.010422170859073,2.0,19.010422170859076,77500.0,73625.0,30.0,510.3126651257722,560.35,2026-08-14,285953.70190322644,12000.0,228125.06605030887,25000.0,539078.7679535353,1553487.5,1014408.7320464648,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,Yes,CONTRACT_005,69943.75,21.1,100000.0,0.0,1475813.125,539078.7679535353,936734.3570464647,-100000.0,1036734.3570464647,SAIL
5,"Hay Point, Australia","Paradip, India",Panamax,metallurgical coal,2021-08-12,21.1,$/mt,bull,41155.0,58847.10804934665,1.429889637938201,30.17067136049604,4899.001585207413,SEAROUTE,SEAROUTE_CALCULATED,12.0,17.010422170859073,2.0,19.010422170859076,77500.0,73625.0,30.0,510.3126651257722,560.35,2026-08-14,285953.70190322644,12000.0,228125.06605030887,25000.0,539078.7679535353,2221315.678916521,1682236.9109629856,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,Yes,CONTRACT_005,69943.75,21.1,100000.0,0.0,2110249.894970695,539078.7679535353,1571171.1270171597,-100000.0,1671171.1270171597,SAIL
6,"Banjarmasin (South Kalimantan), Indonesia","Krishnapatnam, India",Panamax,thermal coal,2021-08-12,11.8,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,9.062369623047616,2408.301246605427,SEAROUTE,SEAROUTE_CALCULATED,12.0,8.362157106268844,2.0,10.362157106268844,77500.0,73625.0,30.0,250.8647131880653,560.35,2026-08-14,140572.0420349324,12000.0,124345.88527522612,25000.0,289917.92731015856,667216.9634968808,377299.0361867223,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,No,CONTRACT_006,69943.75,11.8,100000.0,0.0,633856.1153220367,289917.92731015856,343938.1880118781,-100000.0,443938.1880118781,SAIL
6,"Banjarmasin (South Kalimantan), Indonesia","Krishnapatnam, India",Panamax,thermal coal,2021-08-12,11.8,$/mt,base,41155.0,41155.0,1.0,11.8,2408.301246605427,SEAROUTE,SEAROUTE_CALCULATED,12.0,8.362157106268844,2.0,10.362157106268844,77500.0,73625.0,30.0,250.8647131880653,560.35,2026-08-14,140572.0420349324,12000.0,124345.88527522612,25000.0,289917.92731015856,868775.0,578857.0726898415,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,No,CONTRACT_006,69943.75,11.8,100000.0,0.0,825336.25,289917.92731015856,535418.3226898415,-100000.0,635418.3226898415,SAIL
6,"Banjarmasin (South Kalimantan), Indonesia","Krishnapatnam, India",Panamax,thermal coal,2021-08-12,11.8,$/mt,bull,41155.0,58847.10804934665,1.429889637938201,16.87269772767077,2408.301246605427,SEAROUTE,SEAROUTE_CALCULATED,12.0,8.362157106268844,2.0,10.362157106268844,77500.0,73625.0,30.0,250.8647131880653,560.35,2026-08-14,140572.0420349324,12000.0,124345.88527522612,25000.0,289917.92731015856,1242252.3701997604,952334.442889602,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,No,CONTRACT_006,69943.75,11.8,100000.0,0.0,1180139.7516897724,289917.92731015856,890221.8243796139,-100000.0,990221.8243796139,SAIL
7,"East Kalimantan, Indonesia","Paradip, India",Supramax,coal,2021-08-12,16.05,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,12.326358682196124,2752.598463285374,SEAROUTE,SEAROUTE_CALCULATED,12.0,9.557633553074217,2.0,11.557633553074217,57500.0,54625.0,30.0,286.7290065922264,560.35,2026-08-14,160668.5988439541,12000.0,138691.60263689057,25000.0,324360.20148084464,673327.3430149633,348967.1415341187,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,Yes,CONTRACT_007,51893.75,16.05,100000.0,0.0,639660.9758642152,324360.20148084464,315300.77438337053,-100000.0,415300.77438337053,SAIL
7,"East Kalimantan, Indonesia","Paradip, India",Supramax,coal,2021-08-12,16.05,$/mt,base,41155.0,41155.0,1.0,16.05,2752.598463285374,SEAROUTE,SEAROUTE_CALCULATED,12.0,9.557633553074217,2.0,11.557633553074217,57500.0,54625.0,30.0,286.7290065922264,560.35,2026-08-14,160668.5988439541,12000.0,138691.60263689057,25000.0,324360.20148084464,876731.25,552371.0485191554,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,Yes,CONTRACT_007,51893.75,16.05,100000.0,0.0,832894.6875,324360.20148084464,508534.48601915536,-100000.0,608534.4860191554,SAIL
7,"East Kalimantan, Indonesia","Paradip, India",Supramax,coal,2021-08-12,16.05,$/mt,bull,41155.0,58847.10804934665,1.429889637938201,22.94972868890812,2752.598463285374,SEAROUTE,SEAROUTE_CALCULATED,12.0,9.557633553074217,2.0,11.557633553074217,57500.0,54625.0,30.0,286.7290065922264,560.35,2026-08-14,160668.5988439541,12000.0,138691.60263689057,25000.0,324360.20148084464,1253628.929631606,929268.7281507612,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,Yes,CONTRACT_007,51893.75,16.05,100000.0,0.0,1190947.4831500258,324360.20148084464,866587.2816691812,-100000.0,966587.2816691812,SAIL
8,"Banjarmasin (South Kalimantan), Indonesia","Dahej, India",Panamax,thermal coal,2021-08-12,13.1,$/mt,bear,41155.0,31606.93405394277,0.7679974256820015,10.06076627643422,3443.2178891213243,SEAROUTE,SEAROUTE_CALCULATED,12.0,11.955617670560152,2.0,13.955617670560152,77500.0,73625.0,30.0,358.6685301168046,560.35,2026-08-14,200979.91085095148,12000.0,167467.41204672185,25000.0,393447.32289767335,740723.9171024694,347276.594204796,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,No,CONTRACT_008,69943.75,13.1,100000.0,0.0,703687.721247346,393447.32289767335,310240.3983496727,-100000.0,410240.3983496727,SAIL
8,"Banjarmasin (South Kalimantan), Indonesia","Dahej, India",Panamax,thermal coal,2021-08-12,13.1,$/mt,base,41155.0,41155.0,1.0,13.1,3443.2178891213243,SEAROUTE,SEAROUTE_CALCULATED,12.0,11.955617670560152,2.0,13.955617670560152,77500.0,73625.0,30.0,358.6685301168046,560.35,2026-08-14,200979.91085095148,12000.0,167467.41204672185,25000.0,393447.32289767335,964487.5,571040.1771023266,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,No,CONTRACT_008,69943.75,13.1,100000.0,0.0,916263.125,393447.32289767335,522815.80210232665,-100000.0,622815.8021023266,SAIL
8,"Banjarmasin (South Kalimantan), Indonesia","Dahej, India",Panamax,thermal coal,2021-08-12,13.1,$/mt,bull,41155.0,58847.10804934665,1.429889637938201,18.731554256990428,3443.2178891213243,SEAROUTE,SEAROUTE_CALCULATED,12.0,11.955617670560152,2.0,13.955617670560152,77500.0,73625.0,30.0,358.6685301168046,560.35,2026-08-14,200979.91085095148,12000.0,167467.41204672185,25000.0,393447.32289767335,1379110.6821709203,985663.359273247,MVP_SCENARIO_ECONOMICS,SEAROUTE_ESTIMATE,True,True,False,No,CONTRACT_008,69943.75,13.1,100000.0,0.0,1310155.1480623742,393447.32289767335,916707.8251647009,-100000.0,1016707.8251647009,SAIL
