route_id,origin,destination,vessel_class,cargo_type,scenario,contract_volume_mt,contract_freight_usd_per_mt,scenario_route_freight_rate,total_voyage_cost_usd,sail_value_usd,kill_penalty_usd,alternative_value_usd,kill_value_usd,incremental_sail_value_usd,decision
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,1000000.0,500000.0,-500000.0,4658706.011773257,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,1000000.0,1000000.0,0.0,4158706.011773256,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,1500000.0,0.0,-1500000.0,5658706.011773257,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,1500000.0,250000.0,-1250000.0,5408706.011773257,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,1500000.0,500000.0,-1000000.0,5158706.011773257,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,1500000.0,1000000.0,-500000.0,4658706.011773257,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,2000000.0,0.0,-2000000.0,6158706.011773257,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,2000000.0,250000.0,-1750000.0,5908706.011773257,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,2000000.0,500000.0,-1500000.0,5658706.011773257,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,2000000.0,1000000.0,-1000000.0,5158706.011773257,SAIL
1,"Richards Bay, South Africa","Navlakhi, India",Supramax,coal,bear,51893.75,19.35,14.86075018694673,443034.2231819321,328145.83183193475,0.0,0.0,0.0,328145.83183193475,SAIL
1,"Richards Bay, South Africa","Navlakhi, India",Supramax,coal,bear,51893.75,19.35,14.86075018694673,443034.2231819321,328145.83183193475,0.0,250000.0,250000.0,78145.83183193475,SAIL
1,"Richards Bay, South Africa","Navlakhi, India",Supramax,coal,bear,51893.75,19.35,14.86075018694673,443034.2231819321,328145.83183193475,0.0,500000.0,500000.0,-171854.16816806525,KILL
1,"Richards Bay, South Africa","Navlakhi, India",Supramax,coal,bear,51893.75,19.35,14.86075018694673,443034.2231819321,328145.83183193475,0.0,1000000.0,1000000.0,-671854.1681680653,KILL
1,"Richards Bay, South Africa","Navlakhi, India",Supramax,coal,bear,51893.75,19.35,14.86075018694673,443034.2231819321,328145.83183193475,50000.0,0.0,-50000.0,378145.83183193475,SAIL
