candidate_id,imo,vessel_name,mmsi,vessel_dwt,vessel_dwt_class,vessel_built,ais_lat,ais_lon,ais_speed_knots,ais_course,ais_freshness_minutes,next_port,next_port_eta,route,required_vessel_class,class_compatible,match_type,reposition_distance_km,voyage_distance_nm,voyage_speed_knots,voyage_days,source,api_calls,credits_consumed
IMO_9603398,9603398,CAPE RAINBOW,373033000,207886.0,VLOC_OR_VERY_LARGE,2012.0,-23.79231,151.53191,3.9,208.0,73.3,GLADSTONE,2026-08-28T05:58:59Z,20,Panamax,True,STRONG,8563.230617629506,5329.775100266468,12.0,18.506163542591903,AIS_LOCAL_ENRICHED,0,0
IMO_9603398,9603398,CAPE RAINBOW,373033000,207886.0,VLOC_OR_VERY_LARGE,2012.0,-23.79231,151.53191,3.9,208.0,73.3,GLADSTONE,2026-08-28T05:58:59Z,21,Panamax,True,STRONG,8563.230617629506,2579.0639841663437,12.0,8.95508327835536,AIS_LOCAL_ENRICHED,0,0
IMO_9603398,9603398,CAPE RAINBOW,373033000,207886.0,VLOC_OR_VERY_LARGE,2012.0,-23.79231,151.53191,3.9,208.0,73.3,GLADSTONE,2026-08-28T05:58:59Z,22,Panamax,True,STRONG,10203.06514041525,3929.0472301048458,12.0,13.642525104530714,AIS_LOCAL_ENRICHED,0,0
IMO_9603398,9603398,CAPE RAINBOW,373033000,207886.0,VLOC_OR_VERY_LARGE,2012.0,-23.79231,151.53191,3.9,208.0,73.3,GLADSTONE,2026-08-28T05:58:59Z,23,Capesize,False,POSITION_CAPACITY_INCOMPATIBLE,8839.02810932565,4164.634114888308,12.0,14.46053512113996,AIS_LOCAL_ENRICHED,0,0
IMO_9603398,9603398,CAPE RAINBOW,373033000,207886.0,VLOC_OR_VERY_LARGE,2012.0,-23.79231,151.53191,3.9,208.0,73.3,GLADSTONE,2026-08-28T05:58:59Z,24,Panamax,True,STRONG,8563.230617629506,9913.44136694391,12.0,34.42167141299969,AIS_LOCAL_ENRICHED,0,0
IMO_9607136,9607136,RTM DHAMBUL,564856000,70373.0,SUPRAMAX,2013.0,-23.83336,151.51863,0.0,251.0,73.48333333333333,GLADSTONE,2026-08-27T06:00:00Z,0,Panamax,False,POSITION_CAPACITY_INCOMPATIBLE,8721.803779696344,4926.710066752748,12.0,17.10663217622482,AIS_LOCAL_ENRICHED,0,0
IMO_9607136,9607136,RTM DHAMBUL,564856000,70373.0,SUPRAMAX,2013.0,-23.83336,151.51863,0.0,251.0,73.48333333333333,GLADSTONE,2026-08-27T06:00:00Z,1,Supramax,True,STRONG,10178.680958520281,3938.9061722773454,12.0,13.676757542629671,AIS_LOCAL_ENRICHED,0,0
IMO_9607136,9607136,RTM DHAMBUL,564856000,70373.0,SUPRAMAX,2013.0,-23.83336,151.51863,0.0,251.0,73.48333333333333,GLADSTONE,2026-08-27T06:00:00Z,2,Panamax,False,POSITION_CAPACITY_INCOMPATIBLE,8564.293259330763,4899.001585207413,12.0,17.010422170859073,AIS_LOCAL_ENRICHED,0,0
IMO_9607136,9607136,RTM DHAMBUL,564856000,70373.0,SUPRAMAX,2013.0,-23.83336,151.51863,0.0,251.0,73.48333333333333,GLADSTONE,2026-08-27T06:00:00Z,3,Supramax,True,STRONG,10178.680958520281,4102.581709223877,12.0,14.245075379249572,AIS_LOCAL_ENRICHED,0,0
IMO_9607136,9607136,RTM DHAMBUL,564856000,70373.0,SUPRAMAX,2013.0,-23.83336,151.51863,0.0,251.0,73.48333333333333,GLADSTONE,2026-08-27T06:00:00Z,4,Panamax,False,POSITION_CAPACITY_INCOMPATIBLE,8721.803779696344,4926.710066752748,12.0,17.10663217622482,AIS_LOCAL_ENRICHED,0,0
IMO_9607136,9607136,RTM DHAMBUL,564856000,70373.0,SUPRAMAX,2013.0,-23.83336,151.51863,0.0,251.0,73.48333333333333,GLADSTONE,2026-08-27T06:00:00Z,5,Panamax,False,POSITION_CAPACITY_INCOMPATIBLE,8564.293259330763,4899.001585207413,12.0,17.010422170859073,AIS_LOCAL_ENRICHED,0,0
IMO_9607136,9607136,RTM DHAMBUL,564856000,70373.0,SUPRAMAX,2013.0,-23.83336,151.51863,0.0,251.0,73.48333333333333,GLADSTONE,2026-08-27T06:00:00Z,6,Panamax,False,POSITION_CAPACITY_INCOMPATIBLE,8839.388972245288,2408.301246605427,12.0,8.362157106268844,AIS_LOCAL_ENRICHED,0,0
